frame,elapsed_seconds,delta_time_ms,main_thread_ms,player_loop_ms,gc_allocated_in_frame_bytes,total_used_memory_bytes,total_reserved_memory_bytes,gc_reserved_memory_bytes,system_used_memory_bytes,fixed_step_ms,belt_transfer_ms,belt_progress_ms,transfer_command_buffer_ms,item_pool_initialization_ms,item_visual_capture_ms,item_transform_presentation_ms,item_process_ms,item_port_adapter_ms,item_port_buffer_swap_ms,grid_placement_transform_ms,wait_for_job_group_ms
52,0.117368,4.057101,4.041800,3.952000,1148.000000,643387663.000000,1140539392.000000,252489728.000000,1273802752.000000,3.625500,0.047300,0.012600,3.510000,0.005900,0.021000,0.010600,0.000600,0.000600,0.018200,0.002400,0.000000
53,0.118656,1.328005,1.330100,1.232200,1148.000000,643382371.000000,1140539392.000000,252489728.000000,1273802752.000000,0.000800,0.000000,0.000000,0.000000,0.011600,0.000000,0.013800,0.000000,0.000000,0.000000,0.006400,0.000000
54,0.120161,1.409701,1.380300,1.280200,1148.000000,643388691.000000,1140539392.000000,252489728.000000,1273806848.000000,0.000700,0.000000,0.000000,0.000000,0.009900,0.000000,0.023200,0.000000,0.000000,0.000000,0.003200,0.000000
55,0.121809,1.537500,1.400400,1.284200,1148.000000,643390099.000000,1140539392.000000,252489728.000000,1273810944.000000,0.000800,0.000000,0.000000,0.000000,0.014100,0.000000,0.149500,0.000000,0.000000,0.000000,0.006200,0.000000
56,0.123647,2.073094,2.242600,2.002900,1148.000000,643386933.000000,1140539392.000000,252489728.000000,1273810944.000000,0.000800,0.000000,0.000000,0.000000,0.014200,0.000000,0.020700,0.000000,0.000000,0.000000,0.008500,0.000000
57,0.125436,1.706704,1.659200,1.574000,1148.000000,643384710.000000,1140539392.000000,252489728.000000,1273810944.000000,0.000600,0.000000,0.000000,0.000000,0.008700,0.000000,0.024400,0.000000,0.000000,0.000000,0.003500,0.000000
58,0.125946,0.516397,0.552600,0.431300,1148.000000,643392376.000000,1140539392.000000,252489728.000000,1273810944.000000,0.000600,0.000000,0.000000,0.000000,0.009200,0.000000,0.012100,0.000000,0.000000,0.000000,0.004800,0.000000
59,0.127347,1.470104,1.468400,1.382500,1148.000000,643389139.000000,1140539392.000000,252489728.000000,1273810944.000000,0.000800,0.000000,0.000000,0.000000,0.008800,0.000000,0.047100,0.000000,0.000000,0.000000,0.005800,0.000000
60,0.128815,1.254301,1.236200,1.148900,1148.000000,643389627.000000,1140539392.000000,252489728.000000,1273810944.000000,0.000700,0.000000,0.000000,0.000000,0.008800,0.000000,0.062300,0.000000,0.000000,0.000000,0.003200,0.000000
61,0.130950,2.307497,1.235000,1.133600,1148.000000,643393403.000000,1140539392.000000,252489728.000000,1273815040.000000,0.000900,0.000000,0.000000,0.000000,0.010000,0.000000,0.125400,0.000000,0.000000,0.000000,0.003600,0.000000
62,0.134553,2.796301,3.863700,2.696800,1148.000000,643400191.000000,1140539392.000000,252489728.000000,1273815040.000000,2.280400,0.038900,0.021900,2.172800,0.009600,0.019500,0.011300,0.000600,0.000700,0.011900,0.004200,0.000000
63,0.135155,1.448200,1.450200,1.350200,1148.000000,643394595.000000,1140539392.000000,252489728.000000,1273815040.000000,0.000600,0.000000,0.000000,0.000000,0.013000,0.000000,0.013500,0.000000,0.000000,0.000000,0.003800,0.000000
64,0.136600,1.248399,1.258300,1.166200,1148.000000,643397792.000000,1140539392.000000,252489728.000000,1273815040.000000,0.000600,0.000000,0.000000,0.000000,0.009100,0.000000,0.014600,0.000000,0.000000,0.000000,0.002700,0.000000
65,0.138734,2.337698,2.303400,1.191500,1148.000000,643394123.000000,1140539392.000000,252489728.000000,1273815040.000000,0.000800,0.000000,0.000000,0.000000,0.008400,0.000000,0.077600,0.000000,0.000000,0.000000,0.005100,0.000000
66,0.139604,0.843800,0.845500,0.696300,1148.000000,643397131.000000,1140539392.000000,252489728.000000,1273819136.000000,0.000600,0.000000,0.000000,0.000000,0.007100,0.000000,0.011500,0.000000,0.000000,0.000000,0.003300,0.000000
67,0.141099,1.276601,0.996300,0.891100,1148.000000,643404520.000000,1140539392.000000,252489728.000000,1273888768.000000,0.000600,0.000000,0.000000,0.000000,0.009300,0.000000,0.012700,0.000000,0.000000,0.000000,0.003400,0.000000
68,0.142910,2.026098,2.294700,2.161400,1148.000000,643399149.000000,1140539392.000000,252489728.000000,1273888768.000000,0.000900,0.000000,0.000000,0.000000,0.013900,0.000000,0.162300,0.000000,0.000000,0.000000,0.006400,0.000000
69,0.143446,0.503706,0.528200,0.421500,1148.000000,643401819.000000,1140539392.000000,252489728.000000,1273888768.000000,0.000700,0.000000,0.000000,0.000000,0.009800,0.000000,0.011500,0.000000,0.000000,0.000000,0.003400,0.000000
70,0.144841,1.442595,1.433400,1.348100,1148.000000,643403515.000000,1140539392.000000,252489728.000000,1273888768.000000,0.000700,0.000000,0.000000,0.000000,0.008600,0.000000,0.110600,0.000000,0.000000,0.000000,0.003600,0.000000
71,0.146324,1.387401,1.380100,1.288300,1148.000000,643401347.000000,1140539392.000000,252489728.000000,1273888768.000000,0.000800,0.000000,0.000000,0.000000,0.010000,0.000000,0.034300,0.000000,0.000000,0.000000,0.003500,0.000000
72,0.147423,1.097499,1.108600,1.014700,1148.000000,643405979.000000,1140539392.000000,252489728.000000,1273888768.000000,0.000700,0.000000,0.000000,0.000000,0.009900,0.000000,0.065800,0.000000,0.000000,0.000000,0.003900,0.000000
73,0.150964,3.599306,3.572400,3.482300,1148.000000,643412255.000000,1140539392.000000,252489728.000000,1273888768.000000,2.979500,0.054400,0.015500,2.858000,0.008700,0.022800,0.011300,0.000900,0.000600,0.017500,0.004300,0.000000
74,0.152274,1.343098,1.341000,1.234400,1148.000000,643407259.000000,1140539392.000000,252489728.000000,1273888768.000000,0.000800,0.000000,0.000000,0.000000,0.012600,0.000000,0.108100,0.000000,0.000000,0.000000,0.003400,0.000000
75,0.153532,1.255697,1.277100,1.172400,1148.000000,643406427.000000,1140539392.000000,252489728.000000,1273888768.000000,0.000800,0.000000,0.000000,0.000000,0.009700,0.000000,0.116700,0.000000,0.000000,0.000000,0.003100,0.000000
76,0.154856,1.342404,1.337300,1.257000,1148.000000,643406459.000000,1140539392.000000,252489728.000000,1273888768.000000,0.000700,0.000000,0.000000,0.000000,0.009900,0.000000,0.118000,0.000000,0.000000,0.000000,0.003500,0.000000
77,0.156185,1.317999,1.316800,1.232000,1148.000000,643409835.000000,1140539392.000000,252489728.000000,1273888768.000000,0.000600,0.000000,0.000000,0.000000,0.007400,0.000000,0.111400,0.000000,0.000000,0.000000,0.002900,0.000000
