frame,elapsed_seconds,delta_time_ms,main_thread_ms,player_loop_ms,gc_allocated_in_frame_bytes,total_used_memory_bytes,total_reserved_memory_bytes,gc_reserved_memory_bytes,system_used_memory_bytes,fixed_step_ms,belt_transfer_ms,belt_progress_ms,transfer_command_buffer_ms,item_pool_initialization_ms,item_visual_capture_ms,item_transform_presentation_ms,item_process_ms,item_port_adapter_ms,item_port_buffer_swap_ms,grid_placement_transform_ms,wait_for_job_group_ms
48,0.130051,2.001098,2.034500,1.885400,1124.000000,644357030.000000,1131302912.000000,251641856.000000,1263075328.000000,0.000900,0.000000,0.000000,0.000000,0.017100,0.000000,0.456400,0.000000,0.000000,0.000000,0.007500,0.000000
49,0.131662,1.686196,1.704900,1.593800,1124.000000,644361174.000000,1131302912.000000,251641856.000000,1263075328.000000,0.000900,0.000000,0.000000,0.000000,0.011200,0.000000,0.351200,0.000000,0.000000,0.000000,0.004000,0.000000
50,0.133595,1.916206,1.905900,1.813000,1124.000000,644361174.000000,1131302912.000000,251641856.000000,1263075328.000000,0.000500,0.000000,0.000000,0.000000,0.008600,0.000000,0.466400,0.000000,0.000000,0.000000,0.002800,0.000000
51,0.137075,3.446400,3.426100,3.322700,1124.000000,644367178.000000,1131302912.000000,251641856.000000,1263075328.000000,2.924700,0.046700,0.015700,2.801200,0.009700,0.023100,0.011200,0.000700,0.000500,0.021500,0.003000,0.000000
52,0.139461,2.352593,2.218100,2.095100,1124.000000,644361766.000000,1131302912.000000,251641856.000000,1263075328.000000,0.000600,0.000000,0.000000,0.000000,0.012100,0.000000,0.456300,0.000000,0.000000,0.000000,0.003300,0.000000
53,0.140985,1.580605,1.725200,1.481300,1124.000000,644361790.000000,1131302912.000000,251641856.000000,1263075328.000000,0.000900,0.000000,0.000000,0.000000,0.013600,0.000000,0.357700,0.000000,0.000000,0.000000,0.004500,0.000000
54,0.143066,2.036402,1.995000,1.891800,1124.000000,644365918.000000,1131302912.000000,251641856.000000,1263075328.000000,0.000900,0.000000,0.000000,0.000000,0.009500,0.000000,0.480600,0.000000,0.000000,0.000000,0.003900,0.000000
55,0.145310,2.247895,2.260900,2.121700,1124.000000,644372590.000000,1131302912.000000,251641856.000000,1263075328.000000,0.000800,0.000000,0.000000,0.000000,0.010500,0.000000,0.461400,0.000000,0.000000,0.000000,0.005900,0.000000
56,0.147141,1.869799,1.880400,1.757800,1124.000000,644369126.000000,1131302912.000000,251641856.000000,1263075328.000000,0.001100,0.000000,0.000000,0.000000,0.012200,0.000000,0.431500,0.000000,0.000000,0.000000,0.003800,0.000000
57,0.149381,2.183000,2.161700,2.047900,1124.000000,644369150.000000,1131302912.000000,251641856.000000,1263075328.000000,0.000700,0.000000,0.000000,0.000000,0.009700,0.000000,0.536500,0.000000,0.000000,0.000000,0.004100,0.000000
58,0.153950,4.147605,4.049000,3.920400,1124.000000,644374938.000000,1131302912.000000,251641856.000000,1263079424.000000,3.440900,0.044700,0.015500,3.331800,0.011500,0.018000,0.010200,0.000600,0.000500,0.014000,0.004100,0.000000
59,0.155927,2.333199,2.337300,2.122200,1124.000000,644369790.000000,1131302912.000000,251641856.000000,1263079424.000000,0.001000,0.000000,0.000000,0.000000,0.016900,0.000000,0.420600,0.000000,0.000000,0.000000,0.007600,0.000000
60,0.157259,1.473498,1.584000,1.374200,1124.000000,644369814.000000,1131302912.000000,251641856.000000,1263079424.000000,0.000900,0.000000,0.000000,0.000000,0.011800,0.000000,0.342400,0.000000,0.000000,0.000000,0.004800,0.000000
61,0.159735,2.398902,2.352100,2.234600,1124.000000,644373934.000000,1131302912.000000,251641856.000000,1263079424.000000,0.000600,0.000000,0.000000,0.000000,0.009300,0.000000,0.013200,0.000000,0.000000,0.000000,0.003400,0.000000
62,0.161572,1.877799,1.902800,1.757200,1124.000000,644373366.000000,1131302912.000000,251641856.000000,1263079424.000000,0.001100,0.000000,0.000000,0.000000,0.012300,0.000000,0.422600,0.000000,0.000000,0.000000,0.004500,0.000000
63,0.163459,1.896202,1.900400,1.784500,1124.000000,644374238.000000,1131302912.000000,251641856.000000,1263079424.000000,0.000800,0.000000,0.000000,0.000000,0.011000,0.000000,0.475400,0.000000,0.000000,0.000000,0.003700,0.000000
64,0.165750,2.258099,2.239300,2.122200,1124.000000,644373414.000000,1131302912.000000,251641856.000000,1263079424.000000,0.000700,0.000000,0.000000,0.000000,0.011500,0.000000,0.481300,0.000000,0.000000,0.000000,0.003500,0.000000
65,0.167488,1.802997,1.805400,1.685200,1124.000000,644373462.000000,1131302912.000000,251641856.000000,1263079424.000000,0.000900,0.000000,0.000000,0.000000,0.010800,0.000000,0.388000,0.000000,0.000000,0.000000,0.036400,0.000000
66,0.170777,3.198002,3.157100,3.030600,1124.000000,644381379.000000,1131302912.000000,251641856.000000,1263083520.000000,2.614800,0.060000,0.021600,2.473700,0.009700,0.020400,0.011000,0.000600,0.000500,0.020000,0.003200,0.000000
67,0.172784,2.043197,2.029500,1.874200,1124.000000,644382766.000000,1131302912.000000,251641856.000000,1263153152.000000,0.000700,0.000000,0.000000,0.000000,0.013900,0.000000,0.496700,0.000000,0.000000,0.000000,0.004400,0.000000
68,0.175203,2.415405,2.441700,2.268400,1124.000000,644382342.000000,1131302912.000000,251641856.000000,1263153152.000000,0.000700,0.000000,0.000000,0.000000,0.012900,0.000000,0.510600,0.000000,0.000000,0.000000,0.004000,0.000000
69,0.176984,1.827197,1.852700,1.720600,1124.000000,644382366.000000,1131302912.000000,251641856.000000,1263153152.000000,0.000900,0.000000,0.000000,0.000000,0.013200,0.000000,0.390400,0.000000,0.000000,0.000000,0.004200,0.000000
70,0.179020,2.026899,2.017300,1.910100,1124.000000,644381758.000000,1131302912.000000,251641856.000000,1263153152.000000,0.000700,0.000000,0.000000,0.000000,0.010100,0.000000,0.464400,0.000000,0.000000,0.000000,0.003500,0.000000
71,0.180869,1.869303,1.870800,1.760100,1124.000000,644384454.000000,1131302912.000000,251641856.000000,1263153152.000000,0.000700,0.000000,0.000000,0.000000,0.010200,0.000000,0.387700,0.000000,0.000000,0.000000,0.004000,0.000000
72,0.182903,1.989597,1.985400,1.739700,1124.000000,644385510.000000,1131302912.000000,251641856.000000,1263153152.000000,0.000700,0.000000,0.000000,0.000000,0.009400,0.000000,0.435600,0.000000,0.000000,0.000000,0.003200,0.000000
73,0.186150,3.241504,3.222000,3.108700,1124.000000,644391794.000000,1131302912.000000,251641856.000000,1263153152.000000,2.656400,0.045100,0.018300,2.535600,0.011200,0.022400,0.011300,0.000900,0.000600,0.017200,0.004300,0.000000
74,0.187978,1.836494,1.859800,1.737900,1124.000000,644386670.000000,1131302912.000000,251641856.000000,1263157248.000000,0.000500,0.000000,0.000000,0.000000,0.012800,0.000000,0.385200,0.000000,0.000000,0.000000,0.004200,0.000000
75,0.190212,2.204004,2.176600,2.070500,1124.000000,644386702.000000,1131302912.000000,251641856.000000,1263157248.000000,0.000700,0.000000,0.000000,0.000000,0.010200,0.000000,0.243900,0.000000,0.000000,0.000000,0.003700,0.000000
76,0.192094,1.930499,1.944100,1.823600,1124.000000,644386718.000000,1131302912.000000,251641856.000000,1263157248.000000,0.000700,0.000000,0.000000,0.000000,0.009900,0.000000,0.534000,0.000000,0.000000,0.000000,0.004300,0.000000
77,0.194398,2.263903,2.237100,2.123200,1124.000000,644392188.000000,1131302912.000000,251641856.000000,1263157248.000000,0.000700,0.000000,0.000000,0.000000,0.010500,0.000000,0.531800,0.000000,0.000000,0.000000,0.003400,0.000000
78,0.196215,1.854301,1.873200,1.745900,1124.000000,644389750.000000,1131302912.000000,251641856.000000,1263157248.000000,0.000700,0.000000,0.000000,0.000000,0.010800,0.000000,0.401900,0.000000,0.000000,0.000000,0.004700,0.000000
79,0.197961,1.743396,1.743100,1.636500,1124.000000,644394718.000000,1131302912.000000,251641856.000000,1263157248.000000,0.000700,0.000000,0.000000,0.000000,0.010700,0.000000,0.411100,0.000000,0.000000,0.000000,0.003400,0.000000
80,0.200032,2.066900,2.051700,1.944800,1124.000000,644393894.000000,1131302912.000000,251641856.000000,1263157248.000000,0.000800,0.000000,0.000000,0.000000,0.010400,0.000000,0.384200,0.000000,0.000000,0.000000,0.004100,0.000000
81,0.203088,3.055903,3.068700,2.955400,1124.000000,644400466.000000,1131302912.000000,251641856.000000,1263157248.000000,2.564700,0.044900,0.015000,2.458100,0.010400,0.017800,0.009900,0.000600,0.000600,0.014200,0.003500,0.000000
82,0.205265,2.163194,2.145200,2.039500,1124.000000,644395102.000000,1131302912.000000,251641856.000000,1263161344.000000,0.000700,0.000000,0.000000,0.000000,0.010600,0.000000,0.397200,0.000000,0.000000,0.000000,0.003600,0.000000
83,0.206846,1.623604,1.638600,1.526600,1124.000000,644399246.000000,1131302912.000000,251641856.000000,1263161344.000000,0.000800,0.000000,0.000000,0.000000,0.009300,0.000000,0.338800,0.000000,0.000000,0.000000,0.003900,0.000000
84,0.208859,1.987698,1.977000,1.879500,1124.000000,644399246.000000,1131302912.000000,251641856.000000,1263161344.000000,0.000700,0.000000,0.000000,0.000000,0.009100,0.000000,0.470400,0.000000,0.000000,0.000000,0.003500,0.000000
85,0.210776,1.917602,1.916300,1.814100,1124.000000,644398110.000000,1131302912.000000,251641856.000000,1263161344.000000,0.000800,0.000000,0.000000,0.000000,0.010900,0.000000,0.380800,0.000000,0.000000,0.000000,0.003300,0.000000
86,0.212584,1.818700,1.813700,1.710500,1124.000000,644398142.000000,1131302912.000000,251641856.000000,1263161344.000000,0.000700,0.000000,0.000000,0.000000,0.009200,0.000000,0.422200,0.000000,0.000000,0.000000,0.003500,0.000000
87,0.214771,2.145295,2.119700,2.010400,1124.000000,644400838.000000,1131302912.000000,251641856.000000,1263161344.000000,0.000600,0.000000,0.000000,0.000000,0.010700,0.000000,0.438800,0.000000,0.000000,0.000000,0.003900,0.000000
88,0.216454,1.734403,1.751800,1.628100,1124.000000,644397798.000000,1131302912.000000,251641856.000000,1263161344.000000,0.000800,0.000000,0.000000,0.000000,0.010100,0.000000,0.420700,0.000000,0.000000,0.000000,0.004100,0.000000
89,0.219692,3.143098,3.102200,2.990600,1124.000000,644407850.000000,1131302912.000000,251641856.000000,1263161344.000000,2.586300,0.044700,0.014000,2.475600,0.009700,0.018600,0.010500,0.000600,0.000400,0.017300,0.003500,0.000000
90,0.221423,1.831703,1.869900,1.728000,1124.000000,644402726.000000,1131302912.000000,251641856.000000,1263161344.000000,0.000800,0.000000,0.000000,0.000000,0.013500,0.000000,0.348500,0.000000,0.000000,0.000000,0.004500,0.000000
91,0.223209,1.772300,1.773600,1.674200,1124.000000,644402750.000000,1131302912.000000,251641856.000000,1263161344.000000,0.000600,0.000000,0.000000,0.000000,0.010000,0.000000,0.444700,0.000000,0.000000,0.000000,0.003200,0.000000
92,0.226939,3.614300,2.491800,2.241800,1124.000000,644406358.000000,1131302912.000000,251641856.000000,1263161344.000000,0.000700,0.000000,0.000000,0.000000,0.009600,0.000000,0.524200,0.000000,0.000000,0.000000,0.003000,0.000000
93,0.228741,0.613797,1.714300,0.507900,1124.000000,644409291.000000,1131302912.000000,251641856.000000,1263161344.000000,0.000700,0.000000,0.000000,0.000000,0.019100,0.000000,0.012700,0.000000,0.000000,0.000000,0.003400,0.000000
94,0.230011,2.360899,2.344800,2.224400,1124.000000,644410230.000000,1131302912.000000,251641856.000000,1263161344.000000,0.000700,0.000000,0.000000,0.000000,0.012200,0.000000,0.051700,0.000000,0.000000,0.000000,0.006600,0.000000
95,0.231676,1.798406,1.810600,1.683200,1124.000000,644411102.000000,1131302912.000000,251641856.000000,1263161344.000000,0.000900,0.000000,0.000000,0.000000,0.013300,0.000000,0.208200,0.000000,0.000000,0.000000,0.008700,0.000000
96,0.234208,2.342694,1.995600,1.879900,1124.000000,644410278.000000,1131302912.000000,251641856.000000,1263161344.000000,0.000800,0.000000,0.000000,0.000000,0.011200,0.000000,0.103200,0.000000,0.000000,0.000000,0.008400,0.000000
97,0.238504,3.669203,3.977100,3.760100,1176.000000,644416522.000000,1131302912.000000,251641856.000000,1263161344.000000,2.764000,0.078500,0.021400,2.605500,0.013400,0.021200,0.012100,0.000700,0.000600,0.018600,0.005700,0.000000
98,0.240092,2.439300,2.445800,2.299500,1124.000000,644411158.000000,1131302912.000000,251641856.000000,1263161344.000000,0.001000,0.000000,0.000000,0.000000,0.016300,0.000000,0.482200,0.000000,0.000000,0.000000,0.008200,0.000000
99,0.241919,1.867297,1.885500,1.755300,1124.000000,644413668.000000,1131302912.000000,251641856.000000,1263161344.000000,0.000800,0.000000,0.000000,0.000000,0.009900,0.000000,0.428500,0.000000,0.000000,0.000000,0.004000,0.000000
100,0.244133,2.172003,2.148900,2.028800,1124.000000,644415302.000000,1131302912.000000,251641856.000000,1263161344.000000,0.000800,0.000000,0.000000,0.000000,0.010000,0.000000,0.473300,0.000000,0.000000,0.000000,0.003700,0.000000
101,0.245949,1.855102,1.874200,1.745200,1124.000000,644414494.000000,1131302912.000000,251641856.000000,1263161344.000000,0.000900,0.000000,0.000000,0.000000,0.013400,0.000000,0.397600,0.000000,0.000000,0.000000,0.004200,0.000000
102,0.247707,1.747796,1.742500,1.636900,1124.000000,644414526.000000,1131302912.000000,251641856.000000,1263161344.000000,0.000600,0.000000,0.000000,0.000000,0.010400,0.000000,0.380600,0.000000,0.000000,0.000000,0.003500,0.000000
103,0.250064,2.313202,2.294300,2.178800,1124.000000,644417222.000000,1131302912.000000,251641856.000000,1263161344.000000,0.000700,0.000000,0.000000,0.000000,0.009600,0.000000,0.495800,0.000000,0.000000,0.000000,0.003600,0.000000
104,0.253207,3.167404,3.174600,3.049200,1124.000000,644420186.000000,1131302912.000000,251641856.000000,1263161344.000000,2.581600,0.048900,0.014800,2.468400,0.012100,0.018200,0.010000,0.000700,0.000500,0.014500,0.004000,0.000000
105,0.255431,2.218800,2.165000,2.046500,1124.000000,644423702.000000,1131302912.000000,251641856.000000,1263161344.000000,0.000600,0.000000,0.000000,0.000000,0.012100,0.000000,0.347500,0.000000,0.000000,0.000000,0.003800,0.000000
106,0.257061,1.673094,1.734200,1.572800,1124.000000,644423302.000000,1131302912.000000,251641856.000000,1263161344.000000,0.000800,0.000000,0.000000,0.000000,0.009800,0.000000,0.355500,0.000000,0.000000,0.000000,0.004000,0.000000
107,0.259246,2.063705,2.038400,1.930200,1124.000000,644423326.000000,1131302912.000000,251641856.000000,1263161344.000000,0.000900,0.000000,0.000000,0.000000,0.010100,0.000000,0.057300,0.000000,0.000000,0.000000,0.003700,0.000000
108,0.261053,1.823498,1.822500,1.637400,1124.000000,644422470.000000,1131302912.000000,251641856.000000,1263161344.000000,0.001000,0.000000,0.000000,0.000000,0.011900,0.000000,0.280100,0.000000,0.000000,0.000000,0.006600,0.000000
109,0.262586,1.629804,1.650300,1.529700,1124.000000,644422494.000000,1131302912.000000,251641856.000000,1263161344.000000,0.000700,0.000000,0.000000,0.000000,0.010700,0.000000,0.377600,0.000000,0.000000,0.000000,0.005100,0.000000
