frame,elapsed_seconds,delta_time_ms,main_thread_ms,player_loop_ms,gc_allocated_in_frame_bytes,total_used_memory_bytes,total_reserved_memory_bytes,gc_reserved_memory_bytes,system_used_memory_bytes,fixed_step_ms,belt_transfer_ms,belt_progress_ms,transfer_command_buffer_ms,item_visual_capture_ms,item_transform_presentation_ms,item_process_ms,item_port_adapter_ms,item_port_buffer_swap_ms,grid_placement_transform_ms,wait_for_job_group_ms
1083,2.402390,2.738995,2.738800,2.618400,1124.000000,644141263.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.022300,0.000000,0.000000,0.000000,0.005200,0.000000
1084,2.403683,1.222399,1.189200,1.067800,1124.000000,644141221.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.079700,0.000000,0.000000,0.000000,0.003900,0.000000
1085,2.404931,1.360105,1.408600,1.281100,1124.000000,644141253.000000,1148928000.000000,252489728.000000,1292763136.000000,0.001100,0.000000,0.000000,0.000000,0.000000,0.558600,0.000000,0.000000,0.000000,0.006600,0.000000
1086,2.406409,1.476899,1.474100,1.380500,1124.000000,644142245.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.356200,0.000000,0.000000,0.000000,0.003500,0.000000
1087,2.408302,1.889201,1.716600,1.623700,1124.000000,644145517.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.372600,0.000000,0.000000,0.000000,0.003400,0.000000
1088,2.412127,3.810197,3.955100,3.685500,1124.000000,644156089.000000,1148928000.000000,252489728.000000,1292763136.000000,3.271600,0.046400,0.016300,3.155200,0.019900,0.010300,0.000700,0.000500,0.016900,0.003000,0.000000
1089,2.413811,1.725801,1.752100,1.640400,1124.000000,644150941.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.314400,0.000000,0.000000,0.000000,0.003000,0.000000
1090,2.415446,1.653501,1.646400,1.563800,1124.000000,644150965.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.363500,0.000000,0.000000,0.000000,0.002600,0.000000
1091,2.417387,1.893197,1.883600,1.789500,1124.000000,644151837.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.344400,0.000000,0.000000,0.000000,0.002400,0.000000
1092,2.419077,1.696903,1.696400,1.599500,1124.000000,644149757.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.393400,0.000000,0.000000,0.000000,0.003400,0.000000
1093,2.420760,1.656101,1.640500,1.545800,1124.000000,644153877.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.355600,0.000000,0.000000,0.000000,0.003800,0.000000
1094,2.422610,1.872300,1.875200,1.780700,1124.000000,644153901.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000800,0.000000,0.000000,0.000000,0.000000,0.395800,0.000000,0.000000,0.000000,0.003900,0.000000
1095,2.424245,1.632894,1.646100,1.545400,1124.000000,644153933.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.353300,0.000000,0.000000,0.000000,0.003100,0.000000
1096,2.428555,4.298703,4.277000,4.185000,1124.000000,644160241.000000,1148928000.000000,252489728.000000,1292763136.000000,3.802400,0.046400,0.013600,3.690000,0.017600,0.009100,0.000700,0.000700,0.017900,0.003700,0.000000
1097,2.430233,1.717999,1.732300,1.628700,1124.000000,644154877.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.341800,0.000000,0.000000,0.000000,0.003800,0.000000
1098,2.432089,1.834304,1.821600,1.730600,1124.000000,644154901.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.428500,0.000000,0.000000,0.000000,0.003500,0.000000
1099,2.433615,1.549398,1.556800,1.460400,1124.000000,644161221.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.312100,0.000000,0.000000,0.000000,0.003800,0.000000
1100,2.435718,2.036196,2.028000,1.937600,1124.000000,644158117.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.428200,0.000000,0.000000,0.000000,0.002800,0.000000
1101,2.437401,1.714300,1.705900,1.609900,1124.000000,644162325.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.414100,0.000000,0.000000,0.000000,0.004500,0.000000
1102,2.439054,1.685502,1.694900,1.597500,1124.000000,644161925.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.361600,0.000000,0.000000,0.000000,0.003600,0.000000
1103,2.440684,1.606505,1.604400,1.520300,1124.000000,644161949.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.338600,0.000000,0.000000,0.000000,0.002800,0.000000
1104,2.444861,4.134793,4.108700,4.016500,1124.000000,644176337.000000,1148928000.000000,252489728.000000,1292763136.000000,3.603000,0.050100,0.018000,3.475100,0.021700,0.010700,0.000600,0.000600,0.020000,0.006200,0.000000
1105,2.446674,1.846903,1.853800,1.742500,1124.000000,644173898.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.408900,0.000000,0.000000,0.000000,0.003800,0.000000
1106,2.448171,1.543502,1.559600,1.462900,1124.000000,644171165.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.308300,0.000000,0.000000,0.000000,0.003800,0.000000
1107,2.449712,1.545500,1.547700,1.469600,1124.000000,644172037.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000400,0.000000,0.000000,0.000000,0.000000,0.326700,0.000000,0.000000,0.000000,0.002300,0.000000
1108,2.451491,1.750298,1.742500,1.668500,1124.000000,644172747.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.496900,0.000000,0.000000,0.000000,0.002200,0.000000
1109,2.453142,1.645203,1.630800,1.546100,1124.000000,644170317.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.298700,0.000000,0.000000,0.000000,0.006200,0.000000
1110,2.454880,1.754195,1.761500,1.668600,1124.000000,644174429.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000800,0.000000,0.000000,0.000000,0.000000,0.483700,0.000000,0.000000,0.000000,0.003100,0.000000
1111,2.456815,1.902005,1.727300,1.642300,1124.000000,644174453.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.425300,0.000000,0.000000,0.000000,0.003300,0.000000
1112,2.460592,3.785700,3.945900,3.691100,1124.000000,644185097.000000,1148928000.000000,252489728.000000,1292763136.000000,3.312400,0.055300,0.016600,3.188300,0.023800,0.009100,0.000700,0.000500,0.013500,0.003400,0.000000
1113,2.462533,1.932894,1.920200,1.824800,1124.000000,644180117.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.328000,0.000000,0.000000,0.000000,0.003500,0.000000
1114,2.464067,1.546507,1.564000,1.463100,1124.000000,644184269.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.315500,0.000000,0.000000,0.000000,0.003600,0.000000
1115,2.465613,1.574398,1.564500,1.483900,1124.000000,644189733.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.322600,0.000000,0.000000,0.000000,0.002800,0.000000
1116,2.467446,1.815299,1.811700,1.719400,1124.000000,644182405.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.341800,0.000000,0.000000,0.000000,0.002700,0.000000
1117,2.469174,1.726800,1.728000,1.637800,1124.000000,644182429.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.409800,0.000000,0.000000,0.000000,0.003300,0.000000
1118,2.471625,2.010502,1.858200,1.706500,1124.000000,644182453.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.009000,0.000000,0.000000,0.000000,0.003600,0.000000
1119,2.472867,1.676998,1.817300,1.586100,1124.000000,644182477.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000800,0.000000,0.000000,0.000000,0.000000,0.411900,0.000000,0.000000,0.000000,0.003900,0.000000
1120,2.474492,1.640597,1.650200,1.558800,1124.000000,644182501.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.385800,0.000000,0.000000,0.000000,0.003100,0.000000
1121,2.479435,4.870104,4.835400,4.744400,1124.000000,644192193.000000,1148928000.000000,252489728.000000,1292763136.000000,4.365500,0.048200,0.012200,4.233700,0.033900,0.009600,0.000600,0.000500,0.019500,0.002700,0.000000
1122,2.481147,1.767397,1.784400,1.673200,1124.000000,644186925.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.358200,0.000000,0.000000,0.000000,0.006200,0.000000
1123,2.482869,1.731505,1.732000,1.638500,1124.000000,644187805.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.355600,0.000000,0.000000,0.000000,0.003200,0.000000
1124,2.484609,1.676198,1.674300,1.584200,1124.000000,644186973.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.373900,0.000000,0.000000,0.000000,0.002600,0.000000
1125,2.486598,1.951701,1.912000,1.813500,1176.000000,644186741.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000800,0.000000,0.000000,0.000000,0.000000,0.444600,0.000000,0.000000,0.000000,0.008200,0.000000
1126,2.488351,1.796003,1.745800,1.619900,1124.000000,644190861.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000800,0.000000,0.000000,0.000000,0.000000,0.373800,0.000000,0.000000,0.000000,0.004600,0.000000
1127,2.490095,1.772598,1.747100,1.577000,1124.000000,644195405.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000800,0.000000,0.000000,0.000000,0.000000,0.378700,0.000000,0.000000,0.000000,0.005600,0.000000
1128,2.494835,4.720500,4.798400,4.594700,1124.000000,644201281.000000,1148928000.000000,252489728.000000,1292763136.000000,4.166000,0.068000,0.015000,4.026100,0.021000,0.011600,0.000700,0.000400,0.018100,0.005900,0.000000
1129,2.497205,2.071202,1.947100,1.830300,1124.000000,644194973.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000800,0.000000,0.000000,0.000000,0.000000,0.440800,0.000000,0.000000,0.000000,0.003400,0.000000
1130,2.498719,1.847598,1.988000,1.760100,1124.000000,644194485.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000800,0.000000,0.000000,0.000000,0.000000,0.016000,0.000000,0.000000,0.000000,0.008600,0.000000
1131,2.500288,1.569501,1.569000,1.474800,1124.000000,644197213.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.402400,0.000000,0.000000,0.000000,0.003200,0.000000
1132,2.502350,2.040200,1.840900,1.747000,1124.000000,644198837.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.458900,0.000000,0.000000,0.000000,0.003600,0.000000
1133,2.503876,1.521301,1.715400,1.431300,1124.000000,644198861.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.348600,0.000000,0.000000,0.000000,0.004300,0.000000
1134,2.506809,2.727700,2.179300,2.058900,1124.000000,644198373.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.567600,0.000000,0.000000,0.000000,0.003400,0.000000
1135,2.510468,3.874894,4.405300,3.770800,1124.000000,644204577.000000,1148928000.000000,252489728.000000,1292763136.000000,3.131700,0.049600,0.017400,3.010600,0.020400,0.010200,0.000700,0.000500,0.015400,0.004800,0.000000
1136,2.512494,2.015703,1.988000,1.865400,1124.000000,644199309.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000800,0.000000,0.000000,0.000000,0.000000,0.255600,0.000000,0.000000,0.000000,0.003800,0.000000
1137,2.514041,1.566100,1.591000,1.472400,1124.000000,644199341.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.336700,0.000000,0.000000,0.000000,0.004400,0.000000
1138,2.516233,1.925198,1.909800,1.814100,1124.000000,644203453.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.370100,0.000000,0.000000,0.000000,0.004100,0.000000
1139,2.517581,1.631902,1.643200,1.534500,1124.000000,644208493.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000800,0.000000,0.000000,0.000000,0.000000,0.335800,0.000000,0.000000,0.000000,0.005900,0.000000
1140,2.519187,1.619700,1.627600,1.535500,1124.000000,644207245.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.356300,0.000000,0.000000,0.000000,0.003400,0.000000
1141,2.520808,1.621400,1.609600,1.528200,1124.000000,644209731.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.359700,0.000000,0.000000,0.000000,0.003100,0.000000
1142,2.523016,2.140604,1.814300,1.719500,1124.000000,644207301.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.354300,0.000000,0.000000,0.000000,0.002600,0.000000
1143,2.524422,1.371400,1.694100,1.284000,1124.000000,644211877.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.357300,0.000000,0.000000,0.000000,0.004100,0.000000
1144,2.528578,4.209297,4.178200,4.078800,1124.000000,644216649.000000,1148928000.000000,252489728.000000,1292763136.000000,3.603800,0.045400,0.015600,3.487000,0.019700,0.009800,0.000600,0.000500,0.018500,0.004900,0.000000
1145,2.530169,1.643098,1.673700,1.558800,1124.000000,644211541.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.313400,0.000000,0.000000,0.000000,0.003100,0.000000
1146,2.531992,1.789498,1.777000,1.691400,1124.000000,644211533.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.457700,0.000000,0.000000,0.000000,0.002800,0.000000
1147,2.533585,1.616001,1.621500,1.524900,1124.000000,644213749.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.316100,0.000000,0.000000,0.000000,0.003500,0.000000
1148,2.535316,1.554606,1.547600,1.463200,1124.000000,644211173.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.311500,0.000000,0.000000,0.000000,0.002900,0.000000
1149,2.537060,1.906094,1.856300,1.763800,1124.000000,644215293.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.468600,0.000000,0.000000,0.000000,0.004500,0.000000
1150,2.538671,1.589605,1.632800,1.450500,1124.000000,644215317.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.353100,0.000000,0.000000,0.000000,0.003200,0.000000
1151,2.540342,1.661097,1.614900,1.523800,1124.000000,644215341.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.355800,0.000000,0.000000,0.000000,0.004100,0.000000
1152,2.544515,4.170203,4.202700,4.063400,1124.000000,644226145.000000,1148928000.000000,252489728.000000,1292763136.000000,3.671100,0.290000,0.015500,3.311500,0.020500,0.008900,0.000800,0.000600,0.016300,0.002900,0.000000
1153,2.546462,1.957100,1.957300,1.855100,1124.000000,644220805.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.426800,0.000000,0.000000,0.000000,0.002700,0.000000
1154,2.548207,1.766801,1.765500,1.668300,1124.000000,644220829.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.343800,0.000000,0.000000,0.000000,0.004500,0.000000
1155,2.549707,1.513095,1.523300,1.430000,1124.000000,644225805.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.304600,0.000000,0.000000,0.000000,0.003900,0.000000
1156,2.551624,1.897399,1.884100,1.797200,1124.000000,644226147.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.564500,0.000000,0.000000,0.000000,0.003300,0.000000
1157,2.553222,1.629301,1.634500,1.542000,1124.000000,644224165.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.326600,0.000000,0.000000,0.000000,0.004100,0.000000
1158,2.554879,1.664803,1.667500,1.584000,1124.000000,644223341.000000,1148928000.000000,252489728.000000,1292763136.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.400300,0.000000,0.000000,0.000000,0.003200,0.000000
1159,2.556613,1.727296,1.724300,1.645300,1124.000000,644223365.000000,1148928000.000000,252489728.000000,1292767232.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.434700,0.000000,0.000000,0.000000,0.002600,0.000000
1160,2.560323,3.698803,3.688800,3.609400,1124.000000,644233201.000000,1148928000.000000,252489728.000000,1292767232.000000,3.312800,0.045900,0.012700,3.213600,0.014000,0.008700,0.000700,0.000700,0.012900,0.002600,0.000000
1161,2.562395,2.065901,2.055900,1.963200,1124.000000,644228029.000000,1148928000.000000,252489728.000000,1292767232.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.375800,0.000000,0.000000,0.000000,0.002700,0.000000
1162,2.564012,1.608099,1.618800,1.525000,1124.000000,644228053.000000,1148928000.000000,252489728.000000,1292767232.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.328700,0.000000,0.000000,0.000000,0.003300,0.000000
1163,2.565561,1.579996,1.576100,1.495100,1124.000000,644230269.000000,1148928000.000000,252489728.000000,1292767232.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.316800,0.000000,0.000000,0.000000,0.003100,0.000000
1164,2.567412,1.791702,1.764500,1.678500,1124.000000,644227605.000000,1148928000.000000,252489728.000000,1292767232.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.351900,0.000000,0.000000,0.000000,0.002700,0.000000
1165,2.569049,1.663201,1.671700,1.562400,1124.000000,644232149.000000,1148928000.000000,252489728.000000,1292767232.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.342900,0.000000,0.000000,0.000000,0.007600,0.000000
1166,2.570554,1.534701,1.537600,1.442900,1124.000000,644235853.000000,1148928000.000000,252489728.000000,1292767232.000000,0.000800,0.000000,0.000000,0.000000,0.000000,0.305700,0.000000,0.000000,0.000000,0.003700,0.000000
1167,2.572548,1.962302,1.950900,1.855700,1124.000000,644235869.000000,1148928000.000000,252489728.000000,1292771328.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.388400,0.000000,0.000000,0.000000,0.002800,0.000000
1168,2.574285,1.742297,1.740400,1.639100,1124.000000,644235893.000000,1148928000.000000,252489728.000000,1292771328.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.349500,0.000000,0.000000,0.000000,0.003200,0.000000
1169,2.578068,3.762897,3.750800,3.647300,1124.000000,644241921.000000,1148928000.000000,252489728.000000,1292771328.000000,3.253600,0.045300,0.014100,3.145600,0.017300,0.009600,0.000600,0.000600,0.015400,0.003300,0.000000
1170,2.579647,1.625305,1.648300,1.543900,1124.000000,644236517.000000,1148928000.000000,252489728.000000,1292771328.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.313400,0.000000,0.000000,0.000000,0.003400,0.000000
1171,2.581436,1.763698,1.745200,1.661100,1124.000000,644242013.000000,1148928000.000000,252489728.000000,1292771328.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.368700,0.000000,0.000000,0.000000,0.002900,0.000000
1172,2.583129,1.689002,1.700000,1.602600,1124.000000,644240269.000000,1148928000.000000,252489728.000000,1292771328.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.360800,0.000000,0.000000,0.000000,0.003100,0.000000
1173,2.584700,1.599001,1.598500,1.515000,1124.000000,644239749.000000,1148928000.000000,252489728.000000,1292771328.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.352300,0.000000,0.000000,0.000000,0.003300,0.000000
1174,2.586523,1.811295,1.804100,1.721200,1124.000000,644239773.000000,1148928000.000000,252489728.000000,1292771328.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.460500,0.000000,0.000000,0.000000,0.002600,0.000000
1175,2.588797,2.182703,2.114700,1.999900,1124.000000,644239285.000000,1148928000.000000,252489728.000000,1292775424.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.440900,0.000000,0.000000,0.000000,0.002500,0.000000
1176,2.590170,1.398696,1.455400,1.311400,1124.000000,644239821.000000,1148928000.000000,252489728.000000,1292775424.000000,0.001000,0.000000,0.000000,0.000000,0.000000,0.265600,0.000000,0.000000,0.000000,0.006700,0.000000
1177,2.594126,3.999603,3.986800,3.892300,1124.000000,644254345.000000,1148928000.000000,252489728.000000,1292775424.000000,3.464700,0.048500,0.018300,3.342600,0.019600,0.011300,0.000700,0.000500,0.017800,0.006800,0.000000
1178,2.596029,1.861302,1.848600,1.743900,1124.000000,644248685.000000,1148928000.000000,252489728.000000,1292775424.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.390500,0.000000,0.000000,0.000000,0.003300,0.000000
1179,2.597606,1.646294,1.666900,1.559600,1124.000000,644250893.000000,1148928000.000000,252489728.000000,1292775424.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.311200,0.000000,0.000000,0.000000,0.005000,0.000000
1180,2.599212,1.571400,1.577000,1.491700,1124.000000,644248733.000000,1148928000.000000,252489728.000000,1292775424.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.341500,0.000000,0.000000,0.000000,0.002700,0.000000
1181,2.600821,1.647903,1.644300,1.565700,1124.000000,644248157.000000,1148928000.000000,252489728.000000,1292775424.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.346200,0.000000,0.000000,0.000000,0.004100,0.000000
1182,2.602787,1.941298,1.920500,1.835600,1124.000000,644248181.000000,1148928000.000000,252489728.000000,1292775424.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.431900,0.000000,0.000000,0.000000,0.002900,0.000000
1183,2.604425,1.634602,1.637400,1.540200,1124.000000,644252301.000000,1148928000.000000,252489728.000000,1292779520.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.374700,0.000000,0.000000,0.000000,0.003800,0.000000
1184,2.606109,1.686799,1.648600,1.556700,1124.000000,644252325.000000,1148928000.000000,252489728.000000,1292779520.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.367100,0.000000,0.000000,0.000000,0.003200,0.000000
1185,2.607975,1.865405,1.893000,1.762500,1124.000000,644252357.000000,1148928000.000000,252489728.000000,1292779520.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.387700,0.000000,0.000000,0.000000,0.003700,0.000000
1186,2.612490,4.514895,4.514000,4.414200,1124.000000,644258625.000000,1148928000.000000,252489728.000000,1292779520.000000,4.049000,0.050300,0.015400,3.938400,0.016800,0.008900,0.000600,0.000600,0.012900,0.003800,0.000000
1187,2.614196,1.726502,1.737600,1.643500,1124.000000,644253525.000000,1148928000.000000,252489728.000000,1292779520.000000,0.000400,0.000000,0.000000,0.000000,0.000000,0.353700,0.000000,0.000000,0.000000,0.003000,0.000000
1188,2.616001,1.784503,1.766100,1.681900,1124.000000,644256797.000000,1148928000.000000,252489728.000000,1292779520.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.454800,0.000000,0.000000,0.000000,0.002600,0.000000
1189,2.617645,1.676495,1.675800,1.579200,1124.000000,644260917.000000,1148928000.000000,252489728.000000,1292779520.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.346100,0.000000,0.000000,0.000000,0.003900,0.000000
1190,2.619248,1.605704,1.619900,1.525000,1124.000000,644264397.000000,1148928000.000000,252489728.000000,1292779520.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.349800,0.000000,0.000000,0.000000,0.002600,0.000000
1191,2.621010,1.723994,1.706800,1.621300,1124.000000,644264845.000000,1148928000.000000,252489728.000000,1292779520.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.431900,0.000000,0.000000,0.000000,0.002700,0.000000
1192,2.622787,1.809503,1.811500,1.718200,1124.000000,644264445.000000,1148928000.000000,252489728.000000,1292779520.000000,0.000900,0.000000,0.000000,0.000000,0.000000,0.415200,0.000000,0.000000,0.000000,0.003800,0.000000
1193,2.624487,1.683000,1.682300,1.596100,1124.000000,644264469.000000,1148928000.000000,252489728.000000,1292779520.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.327800,0.000000,0.000000,0.000000,0.002500,0.000000
1194,2.628722,4.214704,4.199000,4.107200,1124.000000,644275081.000000,1148928000.000000,252489728.000000,1292779520.000000,3.755500,0.046700,0.013000,3.643300,0.020200,0.009000,0.000500,0.000600,0.017200,0.002900,0.000000
1195,2.630322,1.639300,1.651300,1.552500,1124.000000,644271941.000000,1148928000.000000,252489728.000000,1292779520.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.307700,0.000000,0.000000,0.000000,0.002700,0.000000
1196,2.632230,1.872300,1.859700,1.769300,1124.000000,644269773.000000,1148928000.000000,252489728.000000,1292779520.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.363700,0.000000,0.000000,0.000000,0.003000,0.000000
1197,2.633764,1.566596,1.579300,1.485400,1124.000000,644269797.000000,1148928000.000000,252489728.000000,1292779520.000000,0.000800,0.000000,0.000000,0.000000,0.000000,0.326400,0.000000,0.000000,0.000000,0.003900,0.000000
1198,2.635297,1.538202,1.540800,1.462700,1124.000000,644268709.000000,1148928000.000000,252489728.000000,1292779520.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.344700,0.000000,0.000000,0.000000,0.002800,0.000000
1199,2.637263,1.914803,1.778900,1.701700,1124.000000,644272837.000000,1148928000.000000,252489728.000000,1292779520.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.420900,0.000000,0.000000,0.000000,0.002300,0.000000
1200,2.638844,1.552594,1.669400,1.462800,1124.000000,644273317.000000,1148928000.000000,252489728.000000,1292779520.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.338600,0.000000,0.000000,0.000000,0.003800,0.000000
1201,2.640592,1.681200,1.680200,1.589300,1124.000000,644272493.000000,1148928000.000000,252489728.000000,1292779520.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.349400,0.000000,0.000000,0.000000,0.004100,0.000000
1202,2.644518,4.007604,3.995800,3.905200,1124.000000,644278449.000000,1148928000.000000,252489728.000000,1292779520.000000,3.429500,0.046000,0.015400,3.317200,0.018400,0.009200,0.000600,0.000500,0.016600,0.004700,0.000000
