frame,elapsed_seconds,delta_time_ms,main_thread_ms,player_loop_ms,gc_allocated_in_frame_bytes,total_used_memory_bytes,total_reserved_memory_bytes,gc_reserved_memory_bytes,system_used_memory_bytes,fixed_step_ms,belt_transfer_ms,belt_progress_ms,transfer_command_buffer_ms,item_visual_capture_ms,item_transform_presentation_ms,item_process_ms,item_port_adapter_ms,item_port_buffer_swap_ms,grid_placement_transform_ms,wait_for_job_group_ms
615,1.391306,1.836196,1.837500,1.744100,1124.000000,643627691.000000,1148928000.000000,252489728.000000,1292730368.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.497600,0.000000,0.000000,0.000000,0.003300,0.000000
616,1.395570,4.258702,4.253500,4.157700,1124.000000,643639985.000000,1148928000.000000,252489728.000000,1292730368.000000,3.799400,0.053500,0.017000,3.674500,0.022700,0.009500,0.000700,0.000600,0.016000,0.003400,0.000000
617,1.397600,2.024603,2.001000,1.874700,1124.000000,643639109.000000,1148928000.000000,252489728.000000,1292730368.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.386600,0.000000,0.000000,0.000000,0.003000,0.000000
618,1.399220,1.643594,1.667600,1.558300,1124.000000,643639157.000000,1148928000.000000,252489728.000000,1292730368.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.338400,0.000000,0.000000,0.000000,0.004300,0.000000
619,1.400711,1.500503,1.508900,1.425800,1124.000000,643640525.000000,1148928000.000000,252489728.000000,1292730368.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.296900,0.000000,0.000000,0.000000,0.003200,0.000000
620,1.404269,3.506803,3.484200,3.405400,1124.000000,643633213.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000400,0.000000,0.000000,0.000000,0.000000,0.381200,0.000000,0.000000,0.000000,0.002400,0.000000
621,1.405826,1.583999,1.588400,1.493500,1124.000000,643633237.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.380200,0.000000,0.000000,0.000000,0.003100,0.000000
622,1.408345,2.517900,2.505100,2.416200,1124.000000,643633285.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.315200,0.000000,0.000000,0.000000,0.003100,0.000000
623,1.415862,7.510601,7.506400,7.407100,1124.000000,643642929.000000,1148928000.000000,252489728.000000,1292734464.000000,7.049800,0.049200,0.011900,6.947400,0.017400,0.008300,0.000700,0.000700,0.015200,0.003700,0.000000
624,1.417533,1.690498,1.700000,1.601100,1124.000000,643637709.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.320600,0.000000,0.000000,0.000000,0.002800,0.000000
625,1.420328,2.806803,2.806400,2.721800,1124.000000,643637733.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.320800,0.000000,0.000000,0.000000,0.002600,0.000000
626,1.423553,3.183298,3.176000,3.090200,1124.000000,643637757.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.530900,0.000000,0.000000,0.000000,0.002600,0.000000
627,1.427779,4.243502,4.237100,4.147500,1124.000000,643644041.000000,1148928000.000000,252489728.000000,1292734464.000000,3.768200,0.042300,0.012800,3.665000,0.018500,0.008400,0.000600,0.000600,0.014400,0.003300,0.000000
628,1.429826,2.059899,2.067100,1.976000,1124.000000,643641949.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.313200,0.000000,0.000000,0.000000,0.003000,0.000000
629,1.431315,1.485601,1.398400,1.319300,1124.000000,643646493.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.288400,0.000000,0.000000,0.000000,0.002900,0.000000
630,1.434521,3.191893,3.231500,3.063000,1124.000000,643646093.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,1.424200,0.000000,0.000000,0.000000,0.003400,0.000000
631,1.437049,2.534701,2.566800,2.444800,1124.000000,643645821.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,1.358900,0.000000,0.000000,0.000000,0.003900,0.000000
632,1.438679,1.652700,1.655700,1.565600,1124.000000,643646301.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.417600,0.000000,0.000000,0.000000,0.003400,0.000000
633,1.440134,1.455804,1.458300,1.376200,1124.000000,643645477.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.282500,0.000000,0.000000,0.000000,0.002900,0.000000
634,1.446047,5.861295,5.848300,5.765000,1124.000000,643655145.000000,1148928000.000000,252489728.000000,1292734464.000000,5.458400,0.039400,0.015600,5.357200,0.016500,0.008100,0.000400,0.000400,0.015700,0.002900,0.000000
635,1.448749,2.748200,2.730500,2.639700,1124.000000,643652213.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000500,0.000000,0.000000,0.000000,0.000000,1.272300,0.000000,0.000000,0.000000,0.002700,0.000000
636,1.450089,1.358404,1.387100,1.285500,1124.000000,643650021.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.270400,0.000000,0.000000,0.000000,0.002800,0.000000
637,1.452057,1.947102,1.938700,1.863700,1124.000000,643650045.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.379000,0.000000,0.000000,0.000000,0.002200,0.000000
638,1.454921,2.855995,2.850500,2.768900,1124.000000,643652179.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000500,0.000000,0.000000,0.000000,0.000000,1.482100,0.000000,0.000000,0.000000,0.002900,0.000000
639,1.457173,2.259899,2.255000,2.171000,1124.000000,643653837.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.364700,0.000000,0.000000,0.000000,0.019100,0.000000
640,1.460959,3.779904,3.779100,3.694200,1124.000000,643659649.000000,1148928000.000000,252489728.000000,1292734464.000000,3.382600,0.043600,0.018900,3.277900,0.015400,0.008700,0.000800,0.000500,0.013800,0.002900,0.000000
641,1.462939,1.952296,1.950400,1.865600,1124.000000,643654741.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.379700,0.000000,0.000000,0.000000,0.002600,0.000000
642,1.464436,1.525106,1.527800,1.445300,1124.000000,643658437.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.350600,0.000000,0.000000,0.000000,0.003900,0.000000
643,1.467090,2.656094,2.649500,2.571500,1124.000000,643659325.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.343600,0.000000,0.000000,0.000000,0.002600,0.000000
644,1.469628,2.512202,2.494100,2.405800,1124.000000,643658077.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.918100,0.000000,0.000000,0.000000,0.003300,0.000000
645,1.472475,2.838598,2.830500,2.728300,1124.000000,643662205.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.393200,0.000000,0.000000,0.000000,0.003700,0.000000
646,1.474045,1.612805,1.630000,1.528700,1124.000000,643662685.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.335200,0.000000,0.000000,0.000000,0.003800,0.000000
647,1.477621,3.561699,3.553400,3.468900,1124.000000,643667905.000000,1148928000.000000,252489728.000000,1292734464.000000,3.152300,0.045700,0.013200,3.050800,0.015900,0.008700,0.000600,0.000500,0.012700,0.002800,0.000000
648,1.480561,2.927700,2.870200,2.777800,1124.000000,643662781.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.255500,0.000000,0.000000,0.000000,0.002800,0.000000
649,1.483370,2.787096,2.821200,2.676600,1176.000000,643662829.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.315500,0.000000,0.000000,0.000000,0.003600,0.000000
650,1.485050,1.717404,1.730800,1.624900,1124.000000,643662829.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.338100,0.000000,0.000000,0.000000,0.003700,0.000000
651,1.486788,1.755102,1.766500,1.677300,1124.000000,643668269.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.447600,0.000000,0.000000,0.000000,0.003100,0.000000
652,1.488726,1.937599,1.931600,1.855200,1124.000000,643666101.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.491600,0.000000,0.000000,0.000000,0.002200,0.000000
653,1.490567,1.822300,1.810500,1.727900,1124.000000,643666125.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000400,0.000000,0.000000,0.000000,0.000000,0.480900,0.000000,0.000000,0.000000,0.002600,0.000000
654,1.494641,4.031895,4.001800,3.905600,1124.000000,643672449.000000,1148928000.000000,252489728.000000,1292734464.000000,3.515800,0.044500,0.018300,3.397300,0.021100,0.009800,0.000700,0.000500,0.018200,0.003000,0.000000
655,1.497395,2.754804,2.757800,2.637400,1124.000000,643671213.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.498800,0.000000,0.000000,0.000000,0.003000,0.000000
656,1.499256,1.919097,1.771800,1.667500,1124.000000,643675333.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.516400,0.000000,0.000000,0.000000,0.004000,0.000000
657,1.504287,4.977402,5.131400,4.873100,1124.000000,643677819.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.587600,0.000000,0.000000,0.000000,0.003100,0.000000
658,1.506145,1.875701,1.863900,1.767200,1124.000000,643674461.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.576900,0.000000,0.000000,0.000000,0.004000,0.000000
659,1.508204,1.834595,1.843200,1.734800,1124.000000,643675349.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.351700,0.000000,0.000000,0.000000,0.003700,0.000000
660,1.513544,5.527700,5.470500,5.370000,1124.000000,643680665.000000,1148928000.000000,252489728.000000,1292734464.000000,4.635400,0.049500,0.019800,4.512100,0.019800,0.009300,0.000600,0.000600,0.016700,0.004600,0.000000
661,1.515098,1.607703,1.666800,1.523300,1124.000000,643674717.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.335200,0.000000,0.000000,0.000000,0.004500,0.000000
662,1.517045,1.957100,1.956300,1.869000,1124.000000,643678837.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.385800,0.000000,0.000000,0.000000,0.003200,0.000000
663,1.521824,4.755903,4.742600,4.652600,1124.000000,643678885.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,1.971900,0.000000,0.000000,0.000000,0.002900,0.000000
664,1.523589,1.757200,1.763500,1.666900,1124.000000,643678341.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.375300,0.000000,0.000000,0.000000,0.003500,0.000000
665,1.527762,4.124596,4.089000,3.997100,1124.000000,643684673.000000,1148928000.000000,252489728.000000,1292734464.000000,3.613100,0.046600,0.013700,3.503100,0.018800,0.010000,0.000600,0.000400,0.016400,0.003500,0.000000
666,1.532857,5.143800,5.061600,4.948800,1124.000000,643676375.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.025100,0.000000,0.000000,0.000000,0.007000,0.000000
667,1.533340,0.445401,0.554700,0.363000,1124.000000,643692170.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.009800,0.000000,0.000000,0.000000,0.003500,0.000000
668,1.534950,1.668502,1.678900,1.596000,1124.000000,643687253.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.160800,0.000000,0.000000,0.000000,0.006700,0.000000
669,1.539190,4.224100,4.197800,4.119600,1124.000000,643689139.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000700,0.000000,0.000000,0.000000,0.000000,1.497200,0.000000,0.000000,0.000000,0.005100,0.000000
670,1.540708,1.554401,1.568000,1.472600,1124.000000,643686701.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.354000,0.000000,0.000000,0.000000,0.003900,0.000000
671,1.546297,5.530095,5.507600,5.421300,1124.000000,643692825.000000,1148928000.000000,252489728.000000,1292734464.000000,5.093700,0.060100,0.017600,4.963400,0.018600,0.008800,0.000600,0.000600,0.017000,0.002500,0.000000
672,1.548935,2.670302,2.680000,2.580000,1124.000000,643687421.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000500,0.000000,0.000000,0.000000,0.000000,1.293600,0.000000,0.000000,0.000000,0.003200,0.000000
673,1.550308,1.415101,1.411300,1.327000,1124.000000,643691997.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.311700,0.000000,0.000000,0.000000,0.003400,0.000000
674,1.552147,1.802098,1.800300,1.709000,1124.000000,643691173.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.345000,0.000000,0.000000,0.000000,0.002600,0.000000
675,1.554375,2.251205,2.258800,2.171300,1124.000000,643691405.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.280500,0.000000,0.000000,0.000000,0.003100,0.000000
676,1.558196,3.748597,3.719100,3.630100,1124.000000,643690581.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.484100,0.000000,0.000000,0.000000,0.002300,0.000000
677,1.564003,5.791001,5.763200,5.648000,1124.000000,643695202.000000,1148928000.000000,252489728.000000,1292734464.000000,5.161300,0.052500,0.016500,5.029900,0.021400,0.011000,0.000800,0.000800,0.020400,0.003900,0.000000
678,1.567369,3.424901,3.442200,3.312200,1124.000000,643694227.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.818400,0.000000,0.000000,0.000000,0.003300,0.000000
679,1.570332,2.971202,2.992400,2.886100,1124.000000,643699981.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.353300,0.000000,0.000000,0.000000,0.003800,0.000000
680,1.572544,2.114796,2.089500,2.001100,1124.000000,643704101.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.332500,0.000000,0.000000,0.000000,0.003200,0.000000
681,1.573869,1.430300,1.454700,1.350600,1124.000000,643703013.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.285000,0.000000,0.000000,0.000000,0.005800,0.000000
682,1.580546,6.669402,6.656900,6.575200,1124.000000,643709161.000000,1148928000.000000,252489728.000000,1292734464.000000,6.262200,0.041600,0.013200,6.161600,0.018500,0.008100,0.000600,0.000400,0.014400,0.003000,0.000000
683,1.584312,3.741900,3.740900,3.649900,1124.000000,643706013.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000500,0.000000,0.000000,0.000000,0.000000,1.410400,0.000000,0.000000,0.000000,0.002700,0.000000
684,1.585643,1.377997,1.390500,1.305000,1124.000000,643707941.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.307200,0.000000,0.000000,0.000000,0.003500,0.000000
685,1.588316,2.616100,2.607300,2.533800,1124.000000,643707965.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.674400,0.000000,0.000000,0.000000,0.002600,0.000000
686,1.590804,2.534304,2.528600,2.449000,1124.000000,643707261.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.881600,0.000000,0.000000,0.000000,0.005600,0.000000
687,1.595787,4.958000,4.946700,4.861900,1124.000000,643713673.000000,1148928000.000000,252489728.000000,1292734464.000000,4.546600,0.034600,0.015500,4.450700,0.016900,0.007900,0.000600,0.000600,0.015200,0.002700,0.000000
688,1.597378,1.619997,1.630300,1.536800,1124.000000,643707725.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.309900,0.000000,0.000000,0.000000,0.002800,0.000000
689,1.599287,1.913903,1.912700,1.835300,1124.000000,643708173.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.340200,0.000000,0.000000,0.000000,0.002700,0.000000
690,1.600656,1.378097,1.368400,1.292800,1124.000000,643711893.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.295500,0.000000,0.000000,0.000000,0.003200,0.000000
691,1.603072,2.389201,2.388100,2.301700,1124.000000,643711957.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.407100,0.000000,0.000000,0.000000,0.002300,0.000000
692,1.605494,2.406200,2.402900,2.315900,1124.000000,643711133.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.395700,0.000000,0.000000,0.000000,0.002600,0.000000
693,1.608371,2.877700,2.867300,2.778500,1124.000000,643715253.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.420700,0.000000,0.000000,0.000000,0.002800,0.000000
694,1.613349,4.972598,4.964000,4.869400,1124.000000,643721449.000000,1148928000.000000,252489728.000000,1292734464.000000,4.521700,0.042600,0.013600,4.417900,0.018000,0.008300,0.000500,0.000500,0.015700,0.003200,0.000000
695,1.617181,3.850404,3.839800,3.740000,1124.000000,643720261.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.382200,0.000000,0.000000,0.000000,0.003100,0.000000
696,1.619552,2.378401,2.400900,2.297200,1124.000000,643720277.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.365900,0.000000,0.000000,0.000000,0.003200,0.000000
697,1.622737,3.173399,3.155200,3.069100,1124.000000,643720301.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,1.891500,0.000000,0.000000,0.000000,0.002600,0.000000
698,1.627196,4.344898,4.315900,4.211900,1124.000000,643719493.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.352400,0.000000,0.000000,0.000000,0.002900,0.000000
699,1.630927,3.841001,3.875000,3.754700,1124.000000,643728113.000000,1148928000.000000,252489728.000000,1292734464.000000,3.285800,0.043700,0.014900,3.181100,0.017100,0.009600,0.000600,0.000500,0.015000,0.003600,0.000000
700,1.632603,1.682398,1.680900,1.594500,1124.000000,643720933.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.312600,0.000000,0.000000,0.000000,0.003200,0.000000
701,1.634176,1.568700,1.561400,1.474700,1124.000000,643724629.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.319300,0.000000,0.000000,0.000000,0.002400,0.000000
702,1.635687,1.520599,1.527800,1.438400,1124.000000,643724229.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.354200,0.000000,0.000000,0.000000,0.003700,0.000000
703,1.637527,1.842404,1.831700,1.749900,1124.000000,643723373.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.351000,0.000000,0.000000,0.000000,0.002800,0.000000
704,1.639239,1.690901,1.630700,1.543500,1124.000000,643723397.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.366100,0.000000,0.000000,0.000000,0.002800,0.000000
705,1.640669,1.422598,1.481700,1.340800,1124.000000,643723421.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.291700,0.000000,0.000000,0.000000,0.004000,0.000000
706,1.644588,3.902997,3.887100,3.799000,1124.000000,643733761.000000,1148928000.000000,252489728.000000,1292734464.000000,3.437800,0.044200,0.017500,3.327500,0.017800,0.008600,0.000600,0.000500,0.016000,0.003300,0.000000
707,1.646464,1.900999,1.818700,1.718600,1124.000000,643733461.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.395300,0.000000,0.000000,0.000000,0.003000,0.000000
708,1.647915,1.468800,1.554900,1.381200,1124.000000,643732637.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.359400,0.000000,0.000000,0.000000,0.003100,0.000000
709,1.649371,1.470607,1.476400,1.390600,1124.000000,643732669.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.321700,0.000000,0.000000,0.000000,0.003100,0.000000
710,1.650991,1.595599,1.578500,1.500300,1124.000000,643731757.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.371500,0.000000,0.000000,0.000000,0.002400,0.000000
711,1.652805,1.792800,1.792200,1.694200,1124.000000,643731781.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.379400,0.000000,0.000000,0.000000,0.003800,0.000000
712,1.654408,1.628897,1.632500,1.539400,1124.000000,643735901.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.360000,0.000000,0.000000,0.000000,0.003300,0.000000
713,1.656372,1.891298,1.882300,1.792500,1124.000000,643735925.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.395600,0.000000,0.000000,0.000000,0.003200,0.000000
714,1.658021,1.704599,1.696000,1.600200,1124.000000,643735957.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000800,0.000000,0.000000,0.000000,0.000000,0.440900,0.000000,0.000000,0.000000,0.004300,0.000000
715,1.661857,3.834998,3.835400,3.736500,1124.000000,643749697.000000,1148928000.000000,252489728.000000,1292734464.000000,3.356700,0.060200,0.018000,3.225300,0.023200,0.009600,0.000700,0.000500,0.015300,0.003800,0.000000
716,1.663693,1.837004,1.840800,1.746900,1124.000000,643741557.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000400,0.000000,0.000000,0.000000,0.000000,0.380000,0.000000,0.000000,0.000000,0.003100,0.000000
717,1.665199,1.536600,1.535200,1.448400,1124.000000,643741581.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.324900,0.000000,0.000000,0.000000,0.002800,0.000000
718,1.667186,1.950397,1.939600,1.847300,1124.000000,643749797.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.578500,0.000000,0.000000,0.000000,0.003000,0.000000
719,1.668804,1.628302,1.609400,1.515700,1124.000000,643744213.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.345500,0.000000,0.000000,0.000000,0.003700,0.000000
720,1.670508,1.701601,1.715800,1.604500,1124.000000,643744237.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.379500,0.000000,0.000000,0.000000,0.004100,0.000000
721,1.672346,1.841397,1.839700,1.743000,1124.000000,643744261.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.442400,0.000000,0.000000,0.000000,0.003700,0.000000
722,1.673982,1.653005,1.659100,1.567000,1124.000000,643744285.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000800,0.000000,0.000000,0.000000,0.000000,0.319600,0.000000,0.000000,0.000000,0.003600,0.000000
723,1.678518,4.517297,4.505000,4.417600,1124.000000,643754889.000000,1148928000.000000,252489728.000000,1292734464.000000,4.090500,0.044300,0.013400,3.986600,0.017400,0.009600,0.000600,0.000400,0.013200,0.002800,0.000000
724,1.680358,1.844898,1.838600,1.744400,1124.000000,643748709.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.310700,0.000000,0.000000,0.000000,0.003100,0.000000
725,1.682207,1.833603,1.821100,1.719700,1124.000000,643748733.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.444500,0.000000,0.000000,0.000000,0.003200,0.000000
726,1.683785,1.579500,1.590400,1.485700,1176.000000,643748757.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.318800,0.000000,0.000000,0.000000,0.003900,0.000000
727,1.685417,1.659800,1.670400,1.580000,1124.000000,643748949.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.375600,0.000000,0.000000,0.000000,0.002900,0.000000
728,1.687428,1.986997,1.966800,1.883800,1124.000000,643748557.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.387200,0.000000,0.000000,0.000000,0.002500,0.000000
729,1.689141,1.742205,1.751000,1.655200,1124.000000,643753133.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.385300,0.000000,0.000000,0.000000,0.002900,0.000000
730,1.690942,1.778097,1.770700,1.683800,1124.000000,643752309.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.459800,0.000000,0.000000,0.000000,0.002500,0.000000
731,1.694946,3.991000,3.978500,3.885000,1124.000000,643764121.000000,1148928000.000000,252489728.000000,1292734464.000000,3.503800,0.158600,0.014700,3.278000,0.018900,0.009300,0.000800,0.000500,0.015700,0.003500,0.000000
732,1.696887,1.955201,1.960800,1.859500,1124.000000,643759243.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.503800,0.000000,0.000000,0.000000,0.003200,0.000000
733,1.698476,1.617198,1.626800,1.536800,1124.000000,643756805.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.331300,0.000000,0.000000,0.000000,0.003300,0.000000
734,1.700049,1.580003,1.581400,1.504100,1124.000000,643756829.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.335900,0.000000,0.000000,0.000000,0.002800,0.000000
735,1.702075,1.970996,1.931200,1.850500,1124.000000,643760645.000000,1148928000.000000,252489728.000000,1292734464.000000,0.000400,0.000000,0.000000,0.000000,0.000000,0.444800,0.000000,0.000000,0.000000,0.002700,0.000000
