frame,elapsed_seconds,delta_time_ms,main_thread_ms,player_loop_ms,gc_allocated_in_frame_bytes,total_used_memory_bytes,total_reserved_memory_bytes,gc_reserved_memory_bytes,system_used_memory_bytes,fixed_step_ms,belt_transfer_ms,belt_progress_ms,transfer_command_buffer_ms,item_pool_initialization_ms,item_visual_capture_ms,item_transform_presentation_ms,item_process_ms,item_port_adapter_ms,item_port_buffer_swap_ms,grid_placement_transform_ms,wait_for_job_group_ms
66,0.127858,2.836501,3.985900,2.702300,1124.000000,643902622.000000,1143959552.000000,251715584.000000,1281634304.000000,2.207800,0.049000,0.022000,2.101500,0.012200,0.000000,0.000000,0.000800,0.000500,0.017700,0.004500,0.000000
67,0.130255,2.443800,2.460100,2.332100,1124.000000,643902622.000000,1143959552.000000,251715584.000000,1281634304.000000,0.000700,0.000000,0.000000,0.000000,0.013500,0.000000,0.000000,0.000000,0.000000,0.000000,0.003400,0.000000
68,0.131504,1.274603,1.288000,1.181000,1124.000000,643902622.000000,1143959552.000000,251715584.000000,1281634304.000000,0.000700,0.000000,0.000000,0.000000,0.010200,0.000000,0.000000,0.000000,0.000000,0.000000,0.003500,0.000000
69,0.132497,1.020295,1.020500,0.933700,1124.000000,643902622.000000,1143959552.000000,251715584.000000,1281634304.000000,0.000800,0.000000,0.000000,0.000000,0.008800,0.000000,0.000000,0.000000,0.000000,0.000000,0.003000,0.000000
70,0.134796,2.256200,2.247600,2.156100,1124.000000,643906318.000000,1143959552.000000,251715584.000000,1281634304.000000,0.000600,0.000000,0.000000,0.000000,0.007400,0.000000,0.000000,0.000000,0.000000,0.000000,0.002400,0.000000
71,0.135936,1.158603,1.155700,1.060800,1124.000000,643910414.000000,1143959552.000000,251715584.000000,1281634304.000000,0.000600,0.000000,0.000000,0.000000,0.009200,0.000000,0.000000,0.000000,0.000000,0.000000,0.003300,0.000000
72,0.136986,1.069402,1.080800,0.988600,1124.000000,643910414.000000,1143959552.000000,251715584.000000,1281634304.000000,0.000600,0.000000,0.000000,0.000000,0.008900,0.000000,0.000000,0.000000,0.000000,0.000000,0.002800,0.000000
73,0.138004,1.021698,1.020100,0.945300,1124.000000,643914107.000000,1143959552.000000,251715584.000000,1281634304.000000,0.000600,0.000000,0.000000,0.000000,0.007500,0.000000,0.000000,0.000000,0.000000,0.000000,0.002600,0.000000
74,0.140308,2.274199,2.256000,2.174200,1124.000000,643910926.000000,1143959552.000000,251715584.000000,1281634304.000000,0.000500,0.000000,0.000000,0.000000,0.007500,0.000000,0.000000,0.000000,0.000000,0.000000,0.002500,0.000000
75,0.143041,2.726701,2.601400,2.505100,1124.000000,643911286.000000,1143959552.000000,251715584.000000,1281634304.000000,2.181700,0.043800,0.012200,2.101600,0.009100,0.000000,0.000000,0.000600,0.000500,0.011400,0.003000,0.000000
76,0.144926,1.888400,2.014500,1.800700,1124.000000,643911653.000000,1143959552.000000,251715584.000000,1281634304.000000,0.000600,0.000000,0.000000,0.000000,0.011500,0.000000,0.000000,0.000000,0.000000,0.000000,0.003000,0.000000
77,0.146351,1.347902,1.141500,1.053100,1124.000000,643914958.000000,1143959552.000000,251715584.000000,1281634304.000000,0.000700,0.000000,0.000000,0.000000,0.009000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003000,0.000000
78,0.147081,0.827296,1.039800,0.757400,1124.000000,643914958.000000,1143959552.000000,251715584.000000,1281634304.000000,0.000800,0.000000,0.000000,0.000000,0.012700,0.000000,0.000000,0.000000,0.000000,0.000000,0.005200,0.000000
79,0.148159,1.067800,1.040700,0.963500,1124.000000,643917484.000000,1143959552.000000,251715584.000000,1281634304.000000,0.000600,0.000000,0.000000,0.000000,0.007900,0.000000,0.000000,0.000000,0.000000,0.000000,0.002800,0.000000
80,0.150108,1.944501,1.955000,1.851700,1124.000000,643914510.000000,1143959552.000000,251715584.000000,1281634304.000000,0.000600,0.000000,0.000000,0.000000,0.008800,0.000000,0.000000,0.000000,0.000000,0.000000,0.003200,0.000000
81,0.151830,1.716497,1.542900,1.449600,1124.000000,643916702.000000,1143959552.000000,251715584.000000,1281634304.000000,0.000600,0.000000,0.000000,0.000000,0.009400,0.000000,0.000000,0.000000,0.000000,0.000000,0.003100,0.000000
82,0.153248,1.433305,1.606300,1.349300,1124.000000,643919397.000000,1143959552.000000,251715584.000000,1281634304.000000,0.000600,0.000000,0.000000,0.000000,0.009200,0.000000,0.000000,0.000000,0.000000,0.000000,0.003200,0.000000
83,0.154388,1.157100,1.161500,1.077000,1124.000000,643922702.000000,1143959552.000000,251715584.000000,1281634304.000000,0.000500,0.000000,0.000000,0.000000,0.008800,0.000000,0.000000,0.000000,0.000000,0.000000,0.002700,0.000000
84,0.155441,1.054294,1.057500,0.982800,1124.000000,643925971.000000,1143959552.000000,251715584.000000,1281634304.000000,0.000600,0.000000,0.000000,0.000000,0.007700,0.000000,0.000000,0.000000,0.000000,0.000000,0.002500,0.000000
85,0.156790,1.143105,1.139600,1.066500,1124.000000,643922702.000000,1143959552.000000,251715584.000000,1281634304.000000,0.000500,0.000000,0.000000,0.000000,0.007900,0.000000,0.000000,0.000000,0.000000,0.000000,0.002800,0.000000
86,0.160830,4.018197,3.967200,3.877800,1124.000000,643923198.000000,1143959552.000000,251715584.000000,1281638400.000000,3.275800,0.047500,0.015800,3.172200,0.006900,0.000000,0.000000,0.000600,0.000500,0.021100,0.006800,0.000000
87,0.161700,1.018403,1.045900,0.922600,1124.000000,643923198.000000,1143959552.000000,251715584.000000,1281638400.000000,0.000800,0.000000,0.000000,0.000000,0.014200,0.000000,0.000000,0.000000,0.000000,0.000000,0.007500,0.000000
88,0.162774,1.139094,1.117900,1.028300,1124.000000,643927294.000000,1143959552.000000,251715584.000000,1281638400.000000,0.000700,0.000000,0.000000,0.000000,0.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004200,0.000000
89,0.163914,1.147605,1.177400,1.066300,1124.000000,643927718.000000,1143959552.000000,251715584.000000,1281638400.000000,0.000600,0.000000,0.000000,0.000000,0.008200,0.000000,0.000000,0.000000,0.000000,0.000000,0.003100,0.000000
90,0.164964,1.061402,1.064200,0.986200,1124.000000,643927222.000000,1143959552.000000,251715584.000000,1281638400.000000,0.000600,0.000000,0.000000,0.000000,0.007800,0.000000,0.000000,0.000000,0.000000,0.000000,0.002600,0.000000
91,0.165988,1.026396,1.025900,0.955400,1124.000000,643930067.000000,1143959552.000000,251715584.000000,1281638400.000000,0.000500,0.000000,0.000000,0.000000,0.007200,0.000000,0.000000,0.000000,0.000000,0.000000,0.002500,0.000000
92,0.167254,1.094600,1.093100,1.020500,1124.000000,643926798.000000,1143959552.000000,251715584.000000,1281638400.000000,0.000500,0.000000,0.000000,0.000000,0.007200,0.000000,0.000000,0.000000,0.000000,0.000000,0.002300,0.000000
93,0.168315,1.189498,1.166700,1.089000,1124.000000,643926798.000000,1143959552.000000,251715584.000000,1281638400.000000,0.000800,0.000000,0.000000,0.000000,0.007200,0.000000,0.000000,0.000000,0.000000,0.000000,0.006600,0.000000
94,0.169470,1.172003,1.181700,1.090600,1124.000000,643934163.000000,1143959552.000000,251715584.000000,1281638400.000000,0.000700,0.000000,0.000000,0.000000,0.009100,0.000000,0.000000,0.000000,0.000000,0.000000,0.003200,0.000000
