frame,elapsed_seconds,delta_time_ms,main_thread_ms,player_loop_ms,gc_allocated_in_frame_bytes,total_used_memory_bytes,total_reserved_memory_bytes,gc_reserved_memory_bytes,system_used_memory_bytes,fixed_step_ms,belt_transfer_ms,belt_progress_ms,transfer_command_buffer_ms,item_pool_initialization_ms,item_visual_capture_ms,item_transform_presentation_ms,item_process_ms,item_port_adapter_ms,item_port_buffer_swap_ms,grid_placement_transform_ms,grid_build_ms,grid_occupancy_index_ms,belt_topology_visual_ms,wait_for_job_group_ms
320,0.380387,0.943197,0.940000,0.842100,1076.000000,850442656.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000900,0.000000,0.000000,0.000000,0.009200,0.000000,0.010300,0.000000,0.000000,0.000000,0.004400,0.001800,0.002400,0.006400,0.000000
321,0.381271,0.892900,0.886700,0.789000,1076.000000,850442696.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000600,0.000000,0.000000,0.000000,0.010200,0.000000,0.010700,0.000000,0.000000,0.000000,0.004400,0.001800,0.002300,0.006200,0.000000
322,0.382655,1.338698,1.319200,1.209700,1076.000000,850442704.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000800,0.000000,0.000000,0.000000,0.008800,0.000000,0.010500,0.000000,0.000000,0.000000,0.003600,0.001700,0.002300,0.006200,0.000000
323,0.384043,1.398604,1.404400,1.284100,1076.000000,850457104.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000800,0.000000,0.000000,0.000000,0.011600,0.000000,0.044000,0.000000,0.000000,0.000000,0.005100,0.002000,0.002700,0.007500,0.000000
324,0.385180,1.163400,1.168900,1.060100,1076.000000,850449512.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000800,0.000000,0.000000,0.000000,0.010400,0.000000,0.077100,0.000000,0.000000,0.000000,0.004800,0.002000,0.002500,0.007100,0.000000
325,0.386291,1.098299,1.098600,0.999000,1076.000000,850446480.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000700,0.000000,0.000000,0.000000,0.009400,0.000000,0.075200,0.000000,0.000000,0.000000,0.004400,0.002400,0.002300,0.006600,0.000000
326,0.387538,1.252700,1.233800,1.129100,1076.000000,850446520.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000700,0.000000,0.000000,0.000000,0.008900,0.000000,0.040700,0.000000,0.000000,0.000000,0.004600,0.001800,0.002300,0.006500,0.000000
327,0.389109,1.561799,1.560400,1.446000,1076.000000,850449192.000000,1324570160.000000,237035520.000000,1571475456.000000,0.313300,0.040000,0.009900,0.102500,0.009600,0.015900,0.022600,0.017500,0.019900,0.010900,0.004300,0.002000,0.002300,0.005000,0.000000
328,0.390295,1.199603,1.209300,1.099000,1076.000000,850448776.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000600,0.000000,0.000000,0.000000,0.012500,0.000000,0.044900,0.000000,0.000000,0.000000,0.004900,0.002400,0.002400,0.006600,0.000000
329,0.391536,1.223498,1.217600,1.116800,1076.000000,850448816.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000600,0.000000,0.000000,0.000000,0.009500,0.000000,0.114300,0.000000,0.000000,0.000000,0.004100,0.002400,0.002300,0.006900,0.000000
330,0.392726,1.191298,1.187400,1.082500,1076.000000,850452928.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000700,0.000000,0.000000,0.000000,0.010000,0.000000,0.114100,0.000000,0.000000,0.000000,0.005000,0.001800,0.002500,0.006500,0.000000
331,0.393918,1.112103,1.108800,1.002900,1076.000000,850451176.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000600,0.000000,0.000000,0.000000,0.009900,0.000000,0.045300,0.000000,0.000000,0.000000,0.004800,0.002200,0.002900,0.007300,0.000000
332,0.395103,1.283000,1.285100,1.181900,1076.000000,850461360.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000700,0.000000,0.000000,0.000000,0.010100,0.000000,0.087300,0.000000,0.000000,0.000000,0.005000,0.002400,0.002900,0.007400,0.000000
333,0.396928,1.599199,1.335000,1.235200,1076.000000,850461608.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000700,0.000000,0.000000,0.000000,0.008900,0.000000,0.074000,0.000000,0.000000,0.000000,0.004300,0.001800,0.002400,0.006500,0.000000
334,0.398393,1.680896,1.927200,1.513700,1076.000000,850461632.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000700,0.000000,0.000000,0.000000,0.161700,0.000000,0.012400,0.000000,0.000000,0.000000,0.006300,0.002600,0.002900,0.033700,0.000000
335,0.399788,1.381200,1.373600,1.259300,1076.000000,850462072.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000700,0.000000,0.000000,0.000000,0.010100,0.000000,0.027600,0.000000,0.000000,0.000000,0.004300,0.002700,0.002800,0.006600,0.000000
336,0.400896,1.130102,1.137400,1.011600,1076.000000,850465768.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000900,0.000000,0.000000,0.000000,0.010500,0.000000,0.011300,0.000000,0.000000,0.000000,0.004500,0.002500,0.003100,0.006400,0.000000
337,0.402239,1.332299,1.331500,1.225200,1076.000000,850469912.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000600,0.000000,0.000000,0.000000,0.009000,0.000000,0.023000,0.000000,0.000000,0.000000,0.004200,0.002500,0.002300,0.126100,0.000000
338,0.403495,1.247300,1.244100,1.140000,1076.000000,850470344.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000700,0.000000,0.000000,0.000000,0.009800,0.000000,0.029500,0.000000,0.000000,0.000000,0.005500,0.002700,0.002900,0.007000,0.000000
339,0.404699,1.216901,1.205800,1.102800,1076.000000,850484312.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000800,0.000000,0.000000,0.000000,0.010200,0.000000,0.078600,0.000000,0.000000,0.000000,0.005500,0.002200,0.002600,0.005400,0.000000
340,0.406005,1.305605,1.311100,1.198600,1128.000000,850472320.000000,1324570160.000000,237035520.000000,1571475456.000000,0.326800,0.040700,0.012500,0.102100,0.009800,0.017300,0.015800,0.013000,0.036600,0.011900,0.004300,0.002000,0.002400,0.004800,0.000000
341,0.407295,1.269799,1.260200,1.152100,1076.000000,850469712.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000600,0.000000,0.000000,0.000000,0.011700,0.000000,0.114500,0.000000,0.000000,0.000000,0.004900,0.002500,0.002500,0.006700,0.000000
342,0.408626,1.326998,1.321600,1.211500,1076.000000,850469752.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000800,0.000000,0.000000,0.000000,0.010700,0.000000,0.035300,0.000000,0.000000,0.000000,0.005100,0.002100,0.003000,0.007800,0.000000
343,0.409714,1.129500,1.124400,1.015000,1076.000000,850474320.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000700,0.000000,0.000000,0.000000,0.010100,0.000000,0.011400,0.000000,0.000000,0.000000,0.004800,0.001900,0.002400,0.005700,0.000000
344,0.410760,1.034602,1.043700,0.930800,1076.000000,850473768.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000600,0.000000,0.000000,0.000000,0.009300,0.000000,0.044400,0.000000,0.000000,0.000000,0.004600,0.002100,0.002200,0.006500,0.000000
345,0.411935,1.165597,1.160900,1.058800,1076.000000,850473816.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000600,0.000000,0.000000,0.000000,0.009900,0.000000,0.078500,0.000000,0.000000,0.000000,0.004200,0.002500,0.002300,0.006600,0.000000
346,0.413299,1.351899,1.334500,1.227500,1076.000000,850473832.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000800,0.000000,0.000000,0.000000,0.010400,0.000000,0.124900,0.000000,0.000000,0.000000,0.004500,0.002700,0.002700,0.007600,0.000000
347,0.414411,1.106803,1.117100,1.000800,1076.000000,850474280.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000800,0.000000,0.000000,0.000000,0.010200,0.000000,0.011300,0.000000,0.000000,0.000000,0.005000,0.002300,0.003000,0.007500,0.000000
348,0.415446,1.067099,1.068500,0.966500,1076.000000,850474712.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000700,0.000000,0.000000,0.000000,0.010100,0.000000,0.010500,0.000000,0.000000,0.000000,0.005200,0.002900,0.002800,0.006700,0.000000
349,0.416870,1.382802,1.207100,1.105500,1076.000000,850473896.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000700,0.000000,0.000000,0.000000,0.009600,0.000000,0.027400,0.000000,0.000000,0.000000,0.004200,0.002500,0.002200,0.006700,0.000000
350,0.418092,1.243296,1.407900,1.136900,1076.000000,850478016.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000900,0.000000,0.000000,0.000000,0.011200,0.000000,0.093900,0.000000,0.000000,0.000000,0.005200,0.002400,0.003200,0.008500,0.000000
351,0.419256,1.175305,1.171600,1.066900,1076.000000,850478456.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000800,0.000000,0.000000,0.000000,0.009300,0.000000,0.027000,0.000000,0.000000,0.000000,0.004300,0.002100,0.002800,0.006800,0.000000
352,0.420328,1.080499,1.086700,0.983200,1076.000000,850478480.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000700,0.000000,0.000000,0.000000,0.009800,0.000000,0.023800,0.000000,0.000000,0.000000,0.004200,0.002400,0.002200,0.006800,0.000000
353,0.421555,1.162599,1.149400,1.046200,1076.000000,850482200.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000600,0.000000,0.000000,0.000000,0.009100,0.000000,0.100400,0.000000,0.000000,0.000000,0.004000,0.002200,0.002400,0.006800,0.000000
354,0.423381,1.857703,1.847700,1.734900,1076.000000,850482832.000000,1324570160.000000,237035520.000000,1571475456.000000,0.414300,0.056100,0.013000,0.153200,0.009900,0.023800,0.100800,0.016000,0.023700,0.015600,0.006800,0.003100,0.002600,0.007600,0.000000
355,0.424522,1.166497,1.171900,1.058500,1076.000000,850497240.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000700,0.000000,0.000000,0.000000,0.012900,0.000000,0.012600,0.000000,0.000000,0.000000,0.004300,0.002100,0.002900,0.006700,0.000000
356,0.425678,1.156200,1.156700,1.052000,1076.000000,850489224.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000700,0.000000,0.000000,0.000000,0.009500,0.000000,0.023800,0.000000,0.000000,0.000000,0.003700,0.002800,0.002500,0.007200,0.000000
357,0.426903,1.219799,1.218400,1.116200,1076.000000,850486608.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000600,0.000000,0.000000,0.000000,0.010000,0.000000,0.020900,0.000000,0.000000,0.000000,0.004500,0.002700,0.002500,0.007100,0.000000
358,0.428345,1.424603,1.410300,1.301700,1076.000000,850486024.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000700,0.000000,0.000000,0.000000,0.009800,0.000000,0.130000,0.000000,0.000000,0.000000,0.005500,0.002500,0.002300,0.120300,0.000000
359,0.429495,1.170096,1.171100,1.059700,1076.000000,850486488.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000700,0.000000,0.000000,0.000000,0.010600,0.000000,0.023400,0.000000,0.000000,0.000000,0.004600,0.002800,0.003000,0.007300,0.000000
360,0.430979,1.488804,1.491300,1.384000,1076.000000,850486072.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000700,0.000000,0.000000,0.000000,0.009600,0.000000,0.028500,0.000000,0.000000,0.000000,0.004300,0.002800,0.002500,0.007400,0.000000
361,0.432467,1.241695,1.236200,1.132700,1076.000000,850486112.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000700,0.000000,0.000000,0.000000,0.009500,0.000000,0.041500,0.000000,0.000000,0.000000,0.004400,0.002800,0.002300,0.006800,0.000000
362,0.433972,1.715802,1.705400,1.596200,1076.000000,850490224.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000800,0.000000,0.000000,0.000000,0.010000,0.000000,0.098500,0.000000,0.000000,0.000000,0.005000,0.002200,0.002800,0.008500,0.000000
363,0.435258,1.326998,1.334800,1.224300,1076.000000,850479848.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000700,0.000000,0.000000,0.000000,0.010100,0.000000,0.024600,0.000000,0.000000,0.000000,0.004800,0.002200,0.002600,0.006900,0.000000
364,0.436350,1.078904,1.075800,0.974400,1076.000000,850480280.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000700,0.000000,0.000000,0.000000,0.009100,0.000000,0.017800,0.000000,0.000000,0.000000,0.004200,0.002600,0.002400,0.006400,0.000000
365,0.437540,1.193700,1.188700,1.085300,1076.000000,850479456.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000600,0.000000,0.000000,0.000000,0.009900,0.000000,0.129000,0.000000,0.000000,0.000000,0.004100,0.001900,0.002200,0.006500,0.000000
366,0.439079,1.531200,1.523100,1.416800,1076.000000,850480152.000000,1324570160.000000,237035520.000000,1571475456.000000,0.347600,0.052000,0.012400,0.119600,0.009800,0.020600,0.042200,0.013400,0.021800,0.014700,0.004400,0.002600,0.002200,0.006700,0.000000
367,0.440151,1.083999,1.085900,0.978200,1076.000000,850480600.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000700,0.000000,0.000000,0.000000,0.011700,0.000000,0.056200,0.000000,0.000000,0.000000,0.004300,0.001900,0.002500,0.006300,0.000000
368,0.441248,1.095196,1.090100,0.987100,1076.000000,850480200.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000600,0.000000,0.000000,0.000000,0.009600,0.000000,0.108500,0.000000,0.000000,0.000000,0.004300,0.002400,0.002200,0.006500,0.000000
369,0.442299,1.043601,1.031600,0.925400,1076.000000,850484336.000000,1324570160.000000,237035520.000000,1571475456.000000,0.000600,0.000000,0.000000,0.000000,0.009300,0.000000,0.027000,0.000000,0.000000,0.000000,0.004000,0.001800,0.002300,0.006300,0.000000
370,0.443775,1.480400,1.350100,1.233300,1076.000000,850487768.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000600,0.000000,0.000000,0.000000,0.009200,0.000000,0.098700,0.000000,0.000000,0.000000,0.004000,0.002400,0.002200,0.006600,0.000000
371,0.444954,1.183702,1.324400,1.084000,1076.000000,850506272.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000700,0.000000,0.000000,0.000000,0.009900,0.000000,0.055900,0.000000,0.000000,0.000000,0.004500,0.002500,0.002300,0.006600,0.000000
372,0.446167,1.214902,1.199400,1.100700,1076.000000,850503920.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000700,0.000000,0.000000,0.000000,0.009400,0.000000,0.027600,0.000000,0.000000,0.000000,0.004200,0.001900,0.002200,0.006200,0.000000
373,0.447659,1.463095,1.459900,1.342500,1076.000000,850502376.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000700,0.000000,0.000000,0.000000,0.008700,0.000000,0.168600,0.000000,0.000000,0.000000,0.003700,0.001700,0.002100,0.006400,0.000000
374,0.448740,1.102799,1.109400,0.998300,1076.000000,850502416.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000800,0.000000,0.000000,0.000000,0.010500,0.000000,0.050300,0.000000,0.000000,0.000000,0.004800,0.002000,0.002700,0.007200,0.000000
375,0.449937,1.191504,1.184600,1.081600,1076.000000,850506976.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000700,0.000000,0.000000,0.000000,0.009500,0.000000,0.122600,0.000000,0.000000,0.000000,0.004000,0.001700,0.002500,0.006500,0.000000
376,0.450969,1.037302,1.033600,0.927000,1076.000000,850506560.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000600,0.000000,0.000000,0.000000,0.010100,0.000000,0.010800,0.000000,0.000000,0.000000,0.004400,0.002000,0.002500,0.006700,0.000000
377,0.452129,1.167297,1.173100,1.067100,1076.000000,850506600.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000800,0.000000,0.000000,0.000000,0.009800,0.000000,0.133400,0.000000,0.000000,0.000000,0.004400,0.002100,0.002500,0.006800,0.000000
378,0.453180,1.061097,1.059700,0.963000,1076.000000,850506616.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000600,0.000000,0.000000,0.000000,0.009800,0.000000,0.026900,0.000000,0.000000,0.000000,0.004200,0.001800,0.002400,0.006300,0.000000
379,0.454381,1.164300,1.155600,1.058600,1076.000000,850507072.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000600,0.000000,0.000000,0.000000,0.008800,0.000000,0.036600,0.000000,0.000000,0.000000,0.003700,0.002500,0.002200,0.006300,0.000000
380,0.455719,1.353302,1.350600,1.247700,1076.000000,850508632.000000,1324570160.000000,237035520.000000,1571540992.000000,0.316100,0.043500,0.011300,0.103400,0.009600,0.016900,0.014900,0.013800,0.019900,0.011700,0.004200,0.001900,0.002400,0.004900,0.000000
381,0.457033,1.305301,1.170000,1.064400,1076.000000,850507808.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000700,0.000000,0.000000,0.000000,0.011200,0.000000,0.078700,0.000000,0.000000,0.000000,0.004100,0.002000,0.002300,0.006500,0.000000
382,0.458362,1.273399,1.367200,1.135300,1076.000000,850511928.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000600,0.000000,0.000000,0.000000,0.010300,0.000000,0.153700,0.000000,0.000000,0.000000,0.004700,0.002600,0.002600,0.007600,0.000000
383,0.459530,1.240001,1.271600,1.138500,1076.000000,850512368.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000700,0.000000,0.000000,0.000000,0.013200,0.000000,0.041800,0.000000,0.000000,0.000000,0.006400,0.002700,0.002700,0.007800,0.000000
384,0.460788,1.203104,1.183200,1.081800,1076.000000,850510840.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000700,0.000000,0.000000,0.000000,0.009600,0.000000,0.099700,0.000000,0.000000,0.000000,0.004500,0.002400,0.002300,0.006600,0.000000
385,0.462215,1.442397,1.424800,1.297700,1076.000000,850510888.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000800,0.000000,0.000000,0.000000,0.010100,0.000000,0.058200,0.000000,0.000000,0.000000,0.006000,0.002500,0.002600,0.007200,0.000000
386,0.463809,1.614598,1.636600,1.450900,1076.000000,850510896.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000700,0.000000,0.000000,0.000000,0.012900,0.000000,0.102600,0.000000,0.000000,0.000000,0.005000,0.002100,0.002800,0.006600,0.000000
387,0.464924,1.134701,1.140400,1.033200,1076.000000,850529392.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000700,0.000000,0.000000,0.000000,0.010400,0.000000,0.074700,0.000000,0.000000,0.000000,0.004400,0.001900,0.002800,0.006600,0.000000
388,0.465993,1.070302,1.066200,0.967600,1076.000000,850521376.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000600,0.000000,0.000000,0.000000,0.009400,0.000000,0.093800,0.000000,0.000000,0.000000,0.004300,0.002600,0.002500,0.007000,0.000000
389,0.467393,1.309602,1.298100,1.194300,1076.000000,850518760.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000600,0.000000,0.000000,0.000000,0.009500,0.000000,0.106400,0.000000,0.000000,0.000000,0.004300,0.002500,0.002300,0.006700,0.000000
390,0.468614,1.305400,1.305800,1.197600,1076.000000,850518800.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000900,0.000000,0.000000,0.000000,0.010500,0.000000,0.019800,0.000000,0.000000,0.000000,0.007300,0.003100,0.003300,0.019800,0.000000
391,0.469620,1.013499,1.018300,0.914500,1076.000000,850519264.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000600,0.000000,0.000000,0.000000,0.009900,0.000000,0.078700,0.000000,0.000000,0.000000,0.004600,0.002600,0.002700,0.006900,0.000000
392,0.470759,1.119303,1.115500,1.018300,1076.000000,850518848.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000800,0.000000,0.000000,0.000000,0.009200,0.000000,0.011000,0.000000,0.000000,0.000000,0.005300,0.001900,0.002500,0.005300,0.000000
393,0.472482,1.674199,1.644900,1.539700,1076.000000,850519640.000000,1324570160.000000,237035520.000000,1571540992.000000,0.434100,0.151000,0.011500,0.111500,0.009100,0.019700,0.107400,0.013500,0.019300,0.014400,0.005000,0.001900,0.002500,0.004800,0.000000
394,0.473673,1.241298,1.254200,1.128600,1076.000000,850523752.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000600,0.000000,0.000000,0.000000,0.016200,0.000000,0.026900,0.000000,0.000000,0.000000,0.005200,0.001900,0.003100,0.007000,0.000000
395,0.474978,1.291702,1.293800,1.183800,1076.000000,850524184.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000700,0.000000,0.000000,0.000000,0.010600,0.000000,0.051100,0.000000,0.000000,0.000000,0.004800,0.002600,0.002700,0.007100,0.000000
396,0.476398,1.416901,1.163800,1.060200,1076.000000,850524632.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000700,0.000000,0.000000,0.000000,0.009500,0.000000,0.030100,0.000000,0.000000,0.000000,0.005000,0.002000,0.002700,0.006600,0.000000
397,0.477425,1.020798,1.264800,0.911600,1076.000000,850523104.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000600,0.000000,0.000000,0.000000,0.010100,0.000000,0.011300,0.000000,0.000000,0.000000,0.004700,0.002100,0.003000,0.006000,0.000000
398,0.478365,0.992000,1.000300,0.894500,1076.000000,850523128.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000700,0.000000,0.000000,0.000000,0.010700,0.000000,0.011000,0.000000,0.000000,0.000000,0.005600,0.002200,0.002800,0.007900,0.000000
399,0.479297,0.937401,0.935900,0.841700,1076.000000,850523536.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000600,0.000000,0.000000,0.000000,0.008800,0.000000,0.010500,0.000000,0.000000,0.000000,0.004000,0.002300,0.002200,0.006400,0.000000
400,0.480206,0.906300,0.896000,0.803300,1076.000000,850523136.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000600,0.000000,0.000000,0.000000,0.008400,0.000000,0.010000,0.000000,0.000000,0.000000,0.004300,0.002300,0.002300,0.006400,0.000000
401,0.481083,0.878897,0.887200,0.786300,1076.000000,850531368.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000600,0.000000,0.000000,0.000000,0.008200,0.000000,0.009900,0.000000,0.000000,0.000000,0.004100,0.001800,0.002100,0.006000,0.000000
402,0.481953,0.862004,0.857600,0.767500,1076.000000,850531376.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000600,0.000000,0.000000,0.000000,0.008400,0.000000,0.010000,0.000000,0.000000,0.000000,0.003800,0.001700,0.002200,0.005900,0.000000
403,0.482890,0.933496,0.922500,0.829900,1076.000000,850545776.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000700,0.000000,0.000000,0.000000,0.008500,0.000000,0.010300,0.000000,0.000000,0.000000,0.003900,0.001700,0.002200,0.005900,0.000000
404,0.484072,1.168403,1.158500,1.054300,1076.000000,850537760.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000700,0.000000,0.000000,0.000000,0.008500,0.000000,0.011100,0.000000,0.000000,0.000000,0.003600,0.001700,0.002100,0.006100,0.000000
405,0.485014,0.957001,0.948800,0.841400,1076.000000,850535144.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000800,0.000000,0.000000,0.000000,0.009400,0.000000,0.011100,0.000000,0.000000,0.000000,0.004400,0.001800,0.002300,0.005500,0.000000
406,0.485957,0.925397,0.940800,0.830700,1076.000000,850535184.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000700,0.000000,0.000000,0.000000,0.008900,0.000000,0.010100,0.000000,0.000000,0.000000,0.004300,0.001600,0.002100,0.005200,0.000000
407,0.486915,0.946301,0.940700,0.846000,1076.000000,850539744.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000600,0.000000,0.000000,0.000000,0.008900,0.000000,0.010500,0.000000,0.000000,0.000000,0.003500,0.001700,0.002100,0.006100,0.000000
408,0.487925,1.019402,1.016000,0.918000,1076.000000,850539752.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000500,0.000000,0.000000,0.000000,0.008700,0.000000,0.012600,0.000000,0.000000,0.000000,0.004600,0.001900,0.002200,0.005900,0.000000
409,0.489264,1.346995,1.340000,1.240100,1076.000000,850540056.000000,1324570160.000000,237035520.000000,1571540992.000000,0.335100,0.039600,0.010900,0.121900,0.009400,0.020600,0.011300,0.012600,0.018700,0.024200,0.003700,0.002200,0.002300,0.005800,0.000000
410,0.490504,1.233900,0.930000,0.829000,1076.000000,850540072.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000600,0.000000,0.000000,0.000000,0.011000,0.000000,0.010900,0.000000,0.000000,0.000000,0.004000,0.002500,0.002400,0.006400,0.000000
411,0.491928,1.415504,1.695800,1.293000,1076.000000,850540512.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000700,0.000000,0.000000,0.000000,0.009900,0.000000,0.107200,0.000000,0.000000,0.000000,0.004200,0.002700,0.002400,0.007400,0.000000
412,0.493087,1.167694,1.177600,1.055600,1076.000000,850540960.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000900,0.000000,0.000000,0.000000,0.010500,0.000000,0.046700,0.000000,0.000000,0.000000,0.004800,0.002500,0.002900,0.006400,0.000000
413,0.494788,1.633100,1.623200,1.511700,1076.000000,850539760.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000700,0.000000,0.000000,0.000000,0.009900,0.000000,0.095300,0.000000,0.000000,0.000000,0.005100,0.003000,0.002500,0.007200,0.000000
414,0.495861,1.154401,1.166700,1.053700,1076.000000,850543880.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000800,0.000000,0.000000,0.000000,0.012500,0.000000,0.056900,0.000000,0.000000,0.000000,0.006400,0.002500,0.003000,0.007900,0.000000
415,0.497217,1.309403,1.292600,1.188600,1076.000000,850544328.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000600,0.000000,0.000000,0.000000,0.009500,0.000000,0.118400,0.000000,0.000000,0.000000,0.004200,0.002500,0.002600,0.006600,0.000000
416,0.498292,1.119997,1.133200,1.020300,1076.000000,850543928.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000800,0.000000,0.000000,0.000000,0.010800,0.000000,0.033600,0.000000,0.000000,0.000000,0.006200,0.002100,0.003400,0.007500,0.000000
417,0.499244,0.962500,0.962100,0.865000,1076.000000,850543968.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000700,0.000000,0.000000,0.000000,0.009100,0.000000,0.094100,0.000000,0.000000,0.000000,0.004400,0.002100,0.002600,0.006300,0.000000
418,0.500366,1.112401,1.104400,1.008200,1076.000000,850543976.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000600,0.000000,0.000000,0.000000,0.008700,0.000000,0.099000,0.000000,0.000000,0.000000,0.004100,0.002300,0.002300,0.006200,0.000000
419,0.501364,0.996103,0.999500,0.899400,1076.000000,850558376.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000600,0.000000,0.000000,0.000000,0.009800,0.000000,0.011100,0.000000,0.000000,0.000000,0.004300,0.002300,0.002300,0.006800,0.000000
420,0.502624,1.248399,1.121100,1.023000,1076.000000,850550360.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000700,0.000000,0.000000,0.000000,0.008700,0.000000,0.012000,0.000000,0.000000,0.000000,0.004000,0.001800,0.002500,0.005900,0.000000
421,0.503588,0.984899,1.092300,0.877200,1076.000000,850551840.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000800,0.000000,0.000000,0.000000,0.009400,0.000000,0.011100,0.000000,0.000000,0.000000,0.004200,0.001700,0.002700,0.005800,0.000000
422,0.504563,0.985601,0.994100,0.887700,1076.000000,850552432.000000,1324570160.000000,237035520.000000,1571540992.000000,0.000800,0.000000,0.000000,0.000000,0.009500,0.000000,0.011900,0.000000,0.000000,0.000000,0.003800,0.001700,0.002500,0.005900,0.000000
