frame,elapsed_seconds,delta_time_ms,main_thread_ms,player_loop_ms,gc_allocated_in_frame_bytes,total_used_memory_bytes,total_reserved_memory_bytes,gc_reserved_memory_bytes,system_used_memory_bytes,fixed_step_ms,belt_transfer_ms,belt_progress_ms,item_visual_capture_ms,item_transform_presentation_ms,item_process_ms,item_port_adapter_ms,item_port_buffer_swap_ms,grid_placement_transform_ms,wait_for_job_group_ms
653,0.594927,0.827204,0.822100,0.745000,1112.000000,844425778.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000500,0.000000,0.000000,0.000000,0.040700,0.000000,0.000000,0.000000,0.003200,0.000000
654,0.595699,0.763194,0.764000,0.685100,1112.000000,844425802.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000500,0.000000,0.000000,0.000000,0.010200,0.000000,0.000000,0.000000,0.003200,0.000000
655,0.596677,0.938804,0.906100,0.822900,1112.000000,844426314.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000600,0.000000,0.000000,0.000000,0.011300,0.000000,0.000000,0.000000,0.003100,0.000000
656,0.597558,0.920500,0.942500,0.837800,1112.000000,844426338.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000600,0.000000,0.000000,0.000000,0.014900,0.000000,0.000000,0.000000,0.004600,0.000000
657,0.598349,0.805201,0.811800,0.730200,1112.000000,844425962.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000500,0.000000,0.000000,0.000000,0.010800,0.000000,0.000000,0.000000,0.003100,0.000000
658,0.599074,0.725595,0.722900,0.649700,1112.000000,844425962.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000600,0.000000,0.000000,0.000000,0.010400,0.000000,0.000000,0.000000,0.003100,0.000000
659,0.599912,0.831604,0.825700,0.750900,1112.000000,844430082.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000500,0.000000,0.000000,0.000000,0.010400,0.000000,0.000000,0.000000,0.003000,0.000000
660,0.600714,0.807001,0.752000,0.674000,1112.000000,844452090.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000500,0.000000,0.000000,0.000000,0.011800,0.000000,0.000000,0.000000,0.003300,0.000000
661,0.601630,0.889895,0.923500,0.786100,1112.000000,844435194.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000600,0.000000,0.000000,0.000000,0.010600,0.000000,0.000000,0.000000,0.003200,0.000000
662,0.602408,0.804202,0.821000,0.728900,1112.000000,844435386.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000600,0.000000,0.000000,0.000000,0.012600,0.000000,0.000000,0.000000,0.003300,0.000000
663,0.603396,0.988003,0.983900,0.907700,1112.000000,844437122.000000,1318204976.000000,234864640.000000,1568690176.000000,0.288100,0.051000,0.011000,0.018600,0.010000,0.018500,0.016700,0.019800,0.003400,0.000000
664,0.604109,0.716397,0.717500,0.639900,1112.000000,844445850.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000500,0.000000,0.000000,0.000000,0.013000,0.000000,0.000000,0.000000,0.003000,0.000000
665,0.604820,0.708702,0.704400,0.629400,1112.000000,844445874.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000600,0.000000,0.000000,0.000000,0.012300,0.000000,0.000000,0.000000,0.002900,0.000000
666,0.605552,0.730995,0.732800,0.655700,1112.000000,844449690.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000700,0.000000,0.000000,0.000000,0.012200,0.000000,0.000000,0.000000,0.002900,0.000000
667,0.607089,1.293502,1.214200,1.122800,1112.000000,844448282.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000500,0.000000,0.000000,0.000000,0.009700,0.000000,0.000000,0.000000,0.003200,0.000000
668,0.608228,1.356803,1.415800,1.269400,1112.000000,844449154.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000800,0.000000,0.000000,0.000000,0.028400,0.000000,0.000000,0.000000,0.007600,0.000000
669,0.609184,0.960601,0.959400,0.868800,1112.000000,844448754.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000600,0.000000,0.000000,0.000000,0.047500,0.000000,0.000000,0.000000,0.004000,0.000000
670,0.610097,0.906895,0.909600,0.821700,1112.000000,844448354.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000700,0.000000,0.000000,0.000000,0.089000,0.000000,0.000000,0.000000,0.003900,0.000000
671,0.611133,1.011806,0.995100,0.911600,1112.000000,844448378.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000500,0.000000,0.000000,0.000000,0.011100,0.000000,0.000000,0.000000,0.003800,0.000000
672,0.612234,1.112996,1.118000,1.018800,1112.000000,844452922.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000700,0.000000,0.000000,0.000000,0.023100,0.000000,0.000000,0.000000,0.007600,0.000000
673,0.613230,0.968700,0.972800,0.882300,1112.000000,844452546.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000700,0.000000,0.000000,0.000000,0.010300,0.000000,0.000000,0.000000,0.003700,0.000000
674,0.614275,1.095401,1.044100,0.959200,1112.000000,844452546.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000600,0.000000,0.000000,0.000000,0.018700,0.000000,0.000000,0.000000,0.006100,0.000000
675,0.615291,1.018800,1.064500,0.934300,1112.000000,844453034.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000500,0.000000,0.000000,0.000000,0.012000,0.000000,0.000000,0.000000,0.003700,0.000000
676,0.616556,1.256696,1.254800,1.168700,1112.000000,844474426.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000600,0.000000,0.000000,0.000000,0.013100,0.000000,0.000000,0.000000,0.003500,0.000000
677,0.617461,0.907901,0.904800,0.819500,1112.000000,844457538.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000600,0.000000,0.000000,0.000000,0.011800,0.000000,0.000000,0.000000,0.003700,0.000000
678,0.618457,1.002204,0.999100,0.913400,1112.000000,844457730.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000600,0.000000,0.000000,0.000000,0.011600,0.000000,0.000000,0.000000,0.003500,0.000000
679,0.619432,0.972995,0.975800,0.889600,1112.000000,844461906.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000600,0.000000,0.000000,0.000000,0.011300,0.000000,0.000000,0.000000,0.003600,0.000000
680,0.620680,1.223703,1.219500,1.137600,1112.000000,844464154.000000,1318204976.000000,234864640.000000,1568690176.000000,0.270000,0.036600,0.011200,0.017700,0.025100,0.020200,0.017100,0.018300,0.003400,0.000000
681,0.621771,1.110303,1.105700,1.021300,1112.000000,844467426.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000700,0.000000,0.000000,0.000000,0.113600,0.000000,0.000000,0.000000,0.004500,0.000000
682,0.622768,1.008298,1.006000,0.921000,1112.000000,844467450.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000500,0.000000,0.000000,0.000000,0.156200,0.000000,0.000000,0.000000,0.003900,0.000000
683,0.623954,1.149596,1.143300,1.056200,1112.000000,844467898.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000700,0.000000,0.000000,0.000000,0.139500,0.000000,0.000000,0.000000,0.003300,0.000000
684,0.624943,1.014101,1.017400,0.927000,1112.000000,844467114.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000700,0.000000,0.000000,0.000000,0.039800,0.000000,0.000000,0.000000,0.004400,0.000000
685,0.625809,0.862599,0.864600,0.780900,1112.000000,844470386.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000500,0.000000,0.000000,0.000000,0.010500,0.000000,0.000000,0.000000,0.003400,0.000000
686,0.626924,1.123406,1.116600,1.035200,1112.000000,844470410.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000600,0.000000,0.000000,0.000000,0.010800,0.000000,0.000000,0.000000,0.003200,0.000000
687,0.628003,1.068800,1.063200,0.932100,1112.000000,844470434.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000500,0.000000,0.000000,0.000000,0.016000,0.000000,0.000000,0.000000,0.003800,0.000000
688,0.629093,1.101396,1.101000,1.012600,1112.000000,844470882.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000600,0.000000,0.000000,0.000000,0.011400,0.000000,0.000000,0.000000,0.003700,0.000000
689,0.630052,0.967198,0.959500,0.874800,1112.000000,844470482.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000600,0.000000,0.000000,0.000000,0.010900,0.000000,0.000000,0.000000,0.003300,0.000000
690,0.630969,0.904804,0.912400,0.820800,1112.000000,844470506.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000600,0.000000,0.000000,0.000000,0.010300,0.000000,0.000000,0.000000,0.003500,0.000000
691,0.632259,1.210502,0.982400,0.900300,1112.000000,844474626.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000600,0.000000,0.000000,0.000000,0.028100,0.000000,0.000000,0.000000,0.003500,0.000000
692,0.633246,1.078600,1.302100,1.217900,1112.000000,844491786.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000700,0.000000,0.000000,0.000000,0.028400,0.000000,0.000000,0.000000,0.004100,0.000000
693,0.634026,0.783199,0.785400,0.704100,1112.000000,844474858.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000600,0.000000,0.000000,0.000000,0.010400,0.000000,0.000000,0.000000,0.003100,0.000000
694,0.634836,0.808000,0.806200,0.729300,1112.000000,844474882.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000500,0.000000,0.000000,0.000000,0.010400,0.000000,0.000000,0.000000,0.003000,0.000000
695,0.635674,0.843800,0.842700,0.766500,1112.000000,844474922.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000500,0.000000,0.000000,0.000000,0.114400,0.000000,0.000000,0.000000,0.003200,0.000000
696,0.636688,1.003699,0.996800,0.919700,1112.000000,844475794.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000500,0.000000,0.000000,0.000000,0.094800,0.000000,0.000000,0.000000,0.003000,0.000000
697,0.637909,1.223498,1.221700,1.141800,1112.000000,844476794.000000,1318204976.000000,234864640.000000,1568690176.000000,0.262100,0.036800,0.011000,0.017600,0.113500,0.018500,0.017500,0.014200,0.003100,0.000000
698,0.638905,0.987302,0.983200,0.901800,1112.000000,844484586.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000600,0.000000,0.000000,0.000000,0.116700,0.000000,0.000000,0.000000,0.003100,0.000000
699,0.640051,1.073200,1.067800,0.985100,1112.000000,844484610.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000600,0.000000,0.000000,0.000000,0.109100,0.000000,0.000000,0.000000,0.003500,0.000000
700,0.641139,1.153997,1.152200,1.065200,1112.000000,844485482.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000600,0.000000,0.000000,0.000000,0.033600,0.000000,0.000000,0.000000,0.005000,0.000000
701,0.642195,1.068304,1.057700,0.972400,1112.000000,844483298.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000600,0.000000,0.000000,0.000000,0.010800,0.000000,0.000000,0.000000,0.004000,0.000000
702,0.643202,0.994402,1.001400,0.906400,1112.000000,844483322.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000500,0.000000,0.000000,0.000000,0.010400,0.000000,0.000000,0.000000,0.003400,0.000000
703,0.644139,0.942999,0.941100,0.857000,1112.000000,844483346.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000600,0.000000,0.000000,0.000000,0.091200,0.000000,0.000000,0.000000,0.004000,0.000000
704,0.645185,1.049596,1.049200,0.965100,1112.000000,844487890.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000500,0.000000,0.000000,0.000000,0.025700,0.000000,0.000000,0.000000,0.003800,0.000000
705,0.646353,1.124603,1.090400,0.999600,1112.000000,844487490.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000600,0.000000,0.000000,0.000000,0.100800,0.000000,0.000000,0.000000,0.003700,0.000000
706,0.647430,1.109403,1.130800,1.016900,1164.000000,844487514.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000500,0.000000,0.000000,0.000000,0.030300,0.000000,0.000000,0.000000,0.004000,0.000000
707,0.648366,0.941893,0.945500,0.854800,1112.000000,844487538.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000600,0.000000,0.000000,0.000000,0.027000,0.000000,0.000000,0.000000,0.003700,0.000000
708,0.649327,0.971400,0.973500,0.889900,1112.000000,844504114.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000500,0.000000,0.000000,0.000000,0.011400,0.000000,0.000000,0.000000,0.003800,0.000000
709,0.650201,0.867503,0.861900,0.781500,1112.000000,844487186.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000600,0.000000,0.000000,0.000000,0.015100,0.000000,0.000000,0.000000,0.003700,0.000000
710,0.651132,0.943098,0.943600,0.862400,1112.000000,844487210.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000500,0.000000,0.000000,0.000000,0.080600,0.000000,0.000000,0.000000,0.003500,0.000000
711,0.652176,1.039605,1.034300,0.953100,1112.000000,844491882.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000500,0.000000,0.000000,0.000000,0.037100,0.000000,0.000000,0.000000,0.003100,0.000000
712,0.653021,0.842999,0.843200,0.760700,1112.000000,844491906.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000600,0.000000,0.000000,0.000000,0.011200,0.000000,0.000000,0.000000,0.003300,0.000000
713,0.654230,1.183099,1.175200,1.094600,1112.000000,844495434.000000,1318204976.000000,234864640.000000,1568690176.000000,0.372200,0.113600,0.011800,0.016700,0.010400,0.019700,0.016500,0.014200,0.003500,0.000000
714,0.655086,0.884701,0.891600,0.806000,1112.000000,844495458.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000700,0.000000,0.000000,0.000000,0.010600,0.000000,0.000000,0.000000,0.003700,0.000000
715,0.655898,0.782398,0.775300,0.698200,1112.000000,844499706.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000500,0.000000,0.000000,0.000000,0.010600,0.000000,0.000000,0.000000,0.003100,0.000000
716,0.656992,0.978302,0.962700,0.876900,1112.000000,844499746.000000,1318204976.000000,234864640.000000,1568690176.000000,0.000600,0.000000,0.000000,0.000000,0.011700,0.000000,0.000000,0.000000,0.003900,0.000000
717,0.658112,1.243098,1.244100,1.145100,1112.000000,844514122.000000,1318204976.000000,234864640.000000,1568694272.000000,0.000800,0.000000,0.000000,0.000000,0.012900,0.000000,0.000000,0.000000,0.004600,0.000000
718,0.658967,0.869196,0.879900,0.788700,1112.000000,844514770.000000,1318204976.000000,234864640.000000,1568694272.000000,0.000500,0.000000,0.000000,0.000000,0.011400,0.000000,0.000000,0.000000,0.003600,0.000000
719,0.659783,0.809403,0.808400,0.728600,1112.000000,844514794.000000,1318204976.000000,234864640.000000,1568694272.000000,0.000500,0.000000,0.000000,0.000000,0.010600,0.000000,0.000000,0.000000,0.003300,0.000000
720,0.660688,0.884403,0.862700,0.780200,1112.000000,844514818.000000,1318204976.000000,234864640.000000,1568694272.000000,0.000700,0.000000,0.000000,0.000000,0.011100,0.000000,0.000000,0.000000,0.003500,0.000000
721,0.661557,0.901198,0.899900,0.803100,1112.000000,844515690.000000,1318204976.000000,234864640.000000,1568694272.000000,0.000500,0.000000,0.000000,0.000000,0.011900,0.000000,0.000000,0.000000,0.004400,0.000000
722,0.662586,0.977700,0.969300,0.866300,1112.000000,844514914.000000,1318204976.000000,234864640.000000,1568694272.000000,0.000600,0.000000,0.000000,0.000000,0.010900,0.000000,0.000000,0.000000,0.003400,0.000000
723,0.663493,0.954202,0.972200,0.872000,1112.000000,844519042.000000,1318204976.000000,234864640.000000,1568694272.000000,0.000600,0.000000,0.000000,0.000000,0.012700,0.000000,0.000000,0.000000,0.004500,0.000000
724,0.664304,0.820096,0.820200,0.738200,1112.000000,844519066.000000,1318204976.000000,234864640.000000,1568694272.000000,0.000500,0.000000,0.000000,0.000000,0.010900,0.000000,0.000000,0.000000,0.003400,0.000000
725,0.665239,0.923703,0.921900,0.841200,1112.000000,844519698.000000,1318204976.000000,234864640.000000,1568694272.000000,0.000500,0.000000,0.000000,0.000000,0.011800,0.000000,0.000000,0.000000,0.003600,0.000000
726,0.666065,0.815497,0.814500,0.734300,1112.000000,844519346.000000,1318204976.000000,234864640.000000,1568694272.000000,0.000700,0.000000,0.000000,0.000000,0.011100,0.000000,0.000000,0.000000,0.003200,0.000000
727,0.666911,0.862302,0.854900,0.775100,1112.000000,844519370.000000,1318204976.000000,234864640.000000,1568694272.000000,0.000600,0.000000,0.000000,0.000000,0.010700,0.000000,0.000000,0.000000,0.003500,0.000000
728,0.667696,0.787798,0.793900,0.710300,1112.000000,844523914.000000,1318204976.000000,234864640.000000,1568694272.000000,0.000600,0.000000,0.000000,0.000000,0.013300,0.000000,0.000000,0.000000,0.003300,0.000000
729,0.668476,0.788202,0.784600,0.708600,1112.000000,844540666.000000,1318204976.000000,234864640.000000,1568694272.000000,0.000600,0.000000,0.000000,0.000000,0.012500,0.000000,0.000000,0.000000,0.004000,0.000000
730,0.669225,0.749596,0.750400,0.672900,1112.000000,844527386.000000,1318204976.000000,234864640.000000,1568694272.000000,0.000500,0.000000,0.000000,0.000000,0.010500,0.000000,0.000000,0.000000,0.003300,0.000000
731,0.670247,1.009906,1.003800,0.929000,1112.000000,844527922.000000,1318204976.000000,234864640.000000,1568694272.000000,0.254500,0.034700,0.010600,0.016000,0.009300,0.017800,0.017100,0.012200,0.003300,0.000000
732,0.671078,0.816298,0.812700,0.732500,1112.000000,844536154.000000,1318204976.000000,234864640.000000,1568694272.000000,0.000800,0.000000,0.000000,0.000000,0.013400,0.000000,0.000000,0.000000,0.003400,0.000000
733,0.672158,1.089002,1.083700,1.001900,1112.000000,844536602.000000,1318204976.000000,234864640.000000,1568694272.000000,0.000600,0.000000,0.000000,0.000000,0.012800,0.000000,0.000000,0.000000,0.004000,0.000000
734,0.672978,0.818693,0.818200,0.734300,1112.000000,844536202.000000,1318204976.000000,234864640.000000,1568694272.000000,0.000600,0.000000,0.000000,0.000000,0.012300,0.000000,0.000000,0.000000,0.003200,0.000000
735,0.673964,0.953401,0.926300,0.837700,1112.000000,844535714.000000,1318204976.000000,234864640.000000,1568694272.000000,0.000700,0.000000,0.000000,0.000000,0.010300,0.000000,0.000000,0.000000,0.003300,0.000000
736,0.674839,0.919402,0.940500,0.838500,1112.000000,844539834.000000,1318204976.000000,234864640.000000,1568694272.000000,0.000600,0.000000,0.000000,0.000000,0.012200,0.000000,0.000000,0.000000,0.003700,0.000000
737,0.675646,0.807703,0.810600,0.727900,1112.000000,844540706.000000,1318204976.000000,234864640.000000,1568694272.000000,0.000500,0.000000,0.000000,0.000000,0.011400,0.000000,0.000000,0.000000,0.003100,0.000000
738,0.676442,0.797796,0.796500,0.718800,1112.000000,844539882.000000,1318204976.000000,234864640.000000,1568694272.000000,0.000600,0.000000,0.000000,0.000000,0.010500,0.000000,0.000000,0.000000,0.003100,0.000000
739,0.677280,0.832504,0.829600,0.751300,1112.000000,844539906.000000,1318204976.000000,234864640.000000,1568694272.000000,0.000600,0.000000,0.000000,0.000000,0.010600,0.000000,0.000000,0.000000,0.003200,0.000000
740,0.678095,0.813294,0.811900,0.734500,1112.000000,844539930.000000,1318204976.000000,234864640.000000,1568694272.000000,0.000600,0.000000,0.000000,0.000000,0.011100,0.000000,0.000000,0.000000,0.003200,0.000000
741,0.678891,0.805704,0.802900,0.726000,1112.000000,844540378.000000,1318204976.000000,234864640.000000,1568694272.000000,0.000600,0.000000,0.000000,0.000000,0.012200,0.000000,0.000000,0.000000,0.003400,0.000000
742,0.679662,0.771896,0.769400,0.692700,1112.000000,844540426.000000,1318204976.000000,234864640.000000,1568694272.000000,0.000600,0.000000,0.000000,0.000000,0.011900,0.000000,0.000000,0.000000,0.003300,0.000000
743,0.680433,0.767304,0.767300,0.689900,1112.000000,844544098.000000,1318204976.000000,234864640.000000,1568694272.000000,0.000600,0.000000,0.000000,0.000000,0.010900,0.000000,0.000000,0.000000,0.003200,0.000000
744,0.681249,0.816397,0.815500,0.740600,1112.000000,844544554.000000,1318204976.000000,234864640.000000,1568694272.000000,0.000600,0.000000,0.000000,0.000000,0.012300,0.000000,0.000000,0.000000,0.003200,0.000000
745,0.682101,0.850801,0.848000,0.773800,1112.000000,844560882.000000,1318204976.000000,234864640.000000,1568694272.000000,0.000500,0.000000,0.000000,0.000000,0.011400,0.000000,0.000000,0.000000,0.003100,0.000000
746,0.682858,0.766298,0.765800,0.691200,1112.000000,844543954.000000,1318204976.000000,234864640.000000,1568694272.000000,0.000600,0.000000,0.000000,0.000000,0.009800,0.000000,0.000000,0.000000,0.003300,0.000000
747,0.683607,0.747803,0.747200,0.673800,1112.000000,844544042.000000,1318204976.000000,234864640.000000,1568694272.000000,0.000500,0.000000,0.000000,0.000000,0.010200,0.000000,0.000000,0.000000,0.002700,0.000000
748,0.684382,0.763400,0.758500,0.685900,1112.000000,844544818.000000,1318204976.000000,234864640.000000,1568694272.000000,0.000500,0.000000,0.000000,0.000000,0.010700,0.000000,0.000000,0.000000,0.002900,0.000000
749,0.685199,0.826701,0.823800,0.749100,1112.000000,844553802.000000,1318204976.000000,234864640.000000,1568694272.000000,0.000600,0.000000,0.000000,0.000000,0.011500,0.000000,0.000000,0.000000,0.003200,0.000000
750,0.686037,0.819501,0.818800,0.743200,1112.000000,844553634.000000,1318204976.000000,234864640.000000,1568694272.000000,0.000600,0.000000,0.000000,0.000000,0.010300,0.000000,0.000000,0.000000,0.003000,0.000000
751,0.689141,3.062195,3.049300,2.970700,1112.000000,844556322.000000,1318204976.000000,234864640.000000,1568759808.000000,1.805700,0.081600,0.011000,0.022000,0.011200,0.020100,0.018000,0.019000,0.003300,0.000000
752,0.690015,0.910799,0.908100,0.821200,1112.000000,844556346.000000,1318204976.000000,234864640.000000,1568759808.000000,0.000600,0.000000,0.000000,0.000000,0.010300,0.000000,0.000000,0.000000,0.005200,0.000000
753,0.690776,0.773299,0.778500,0.692000,1112.000000,844556370.000000,1318204976.000000,234864640.000000,1568759808.000000,0.000500,0.000000,0.000000,0.000000,0.010700,0.000000,0.000000,0.000000,0.003300,0.000000
754,0.691602,0.824405,0.822700,0.742600,1112.000000,844556538.000000,1318204976.000000,234864640.000000,1568759808.000000,0.000600,0.000000,0.000000,0.000000,0.010200,0.000000,0.000000,0.000000,0.003300,0.000000
755,0.692362,0.772499,0.772700,0.694400,1112.000000,844561082.000000,1318204976.000000,234864640.000000,1568759808.000000,0.000600,0.000000,0.000000,0.000000,0.010100,0.000000,0.000000,0.000000,0.003300,0.000000
756,0.693116,0.755499,0.755200,0.679400,1112.000000,844560682.000000,1318204976.000000,234864640.000000,1568759808.000000,0.000600,0.000000,0.000000,0.000000,0.009800,0.000000,0.000000,0.000000,0.003200,0.000000
757,0.694119,0.975702,0.741800,0.667100,1112.000000,844560722.000000,1318204976.000000,234864640.000000,1568759808.000000,0.000600,0.000000,0.000000,0.000000,0.009700,0.000000,0.000000,0.000000,0.003100,0.000000
758,0.694967,0.867900,1.093300,0.789300,1112.000000,844560778.000000,1318204976.000000,234864640.000000,1568759808.000000,0.000700,0.000000,0.000000,0.000000,0.011300,0.000000,0.000000,0.000000,0.003600,0.000000
759,0.695770,0.805400,0.802300,0.722500,1112.000000,844562138.000000,1318204976.000000,234864640.000000,1568759808.000000,0.000600,0.000000,0.000000,0.000000,0.011900,0.000000,0.000000,0.000000,0.003200,0.000000
760,0.696601,0.824100,0.820800,0.739500,1112.000000,844561442.000000,1318204976.000000,234864640.000000,1568759808.000000,0.000600,0.000000,0.000000,0.000000,0.010100,0.000000,0.000000,0.000000,0.003300,0.000000
761,0.697440,0.841001,0.837800,0.755700,1112.000000,844561538.000000,1318204976.000000,234864640.000000,1568759808.000000,0.000600,0.000000,0.000000,0.000000,0.010700,0.000000,0.000000,0.000000,0.003200,0.000000
762,0.698233,0.795302,0.799200,0.716400,1112.000000,844565746.000000,1318204976.000000,234864640.000000,1568759808.000000,0.000600,0.000000,0.000000,0.000000,0.012000,0.000000,0.000000,0.000000,0.003100,0.000000
763,0.699002,0.771599,0.771400,0.694800,1112.000000,844566250.000000,1318204976.000000,234864640.000000,1568759808.000000,0.000600,0.000000,0.000000,0.000000,0.011600,0.000000,0.000000,0.000000,0.002900,0.000000
764,0.699780,0.783100,0.781500,0.706600,1112.000000,844565874.000000,1318204976.000000,234864640.000000,1568759808.000000,0.000500,0.000000,0.000000,0.000000,0.010200,0.000000,0.000000,0.000000,0.002800,0.000000
765,0.700518,0.733298,0.731300,0.656500,1112.000000,844566058.000000,1318204976.000000,234864640.000000,1568759808.000000,0.000500,0.000000,0.000000,0.000000,0.010600,0.000000,0.000000,0.000000,0.002800,0.000000
766,0.701309,0.787698,0.784000,0.708800,1112.000000,844571786.000000,1318204976.000000,234864640.000000,1568759808.000000,0.000500,0.000000,0.000000,0.000000,0.013000,0.000000,0.000000,0.000000,0.002800,0.000000
767,0.702120,0.814002,0.813100,0.735900,1112.000000,844593138.000000,1318204976.000000,234864640.000000,1568759808.000000,0.000500,0.000000,0.000000,0.000000,0.013100,0.000000,0.000000,0.000000,0.002900,0.000000
768,0.702887,0.773101,0.772200,0.696500,1112.000000,844579970.000000,1318204976.000000,234864640.000000,1568759808.000000,0.000500,0.000000,0.000000,0.000000,0.010400,0.000000,0.000000,0.000000,0.003000,0.000000
769,0.703943,1.031002,0.990300,0.915700,1112.000000,844583855.000000,1318204976.000000,234864640.000000,1568763904.000000,0.253200,0.034900,0.010500,0.015300,0.009600,0.018100,0.018400,0.010300,0.003000,0.000000
770,0.704823,0.888995,0.918300,0.804800,1112.000000,844580682.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.012800,0.000000,0.000000,0.000000,0.003500,0.000000
771,0.705684,0.860105,0.859900,0.777100,1112.000000,844581250.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000700,0.000000,0.000000,0.000000,0.012900,0.000000,0.000000,0.000000,0.003300,0.000000
772,0.706768,0.990497,0.956400,0.863000,1112.000000,844580850.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.012000,0.000000,0.000000,0.000000,0.003400,0.000000
773,0.707869,1.142602,1.141300,1.022600,1112.000000,844580522.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000700,0.000000,0.000000,0.000000,0.015200,0.000000,0.000000,0.000000,0.005400,0.000000
774,0.708855,1.007001,1.016500,0.904900,1112.000000,844580586.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.013500,0.000000,0.000000,0.000000,0.004400,0.000000
775,0.709809,0.955400,0.954400,0.852400,1112.000000,844585594.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000700,0.000000,0.000000,0.000000,0.013200,0.000000,0.000000,0.000000,0.004000,0.000000
776,0.710710,0.887096,0.904300,0.810700,1112.000000,844584770.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.012400,0.000000,0.000000,0.000000,0.004500,0.000000
777,0.711684,1.014201,0.987700,0.907700,1112.000000,844584922.000000,1318204976.000000,234864640.000000,1568763904.000000,0.001000,0.000000,0.000000,0.000000,0.010800,0.000000,0.000000,0.000000,0.006200,0.000000
778,0.712547,0.864498,0.870600,0.767400,1112.000000,844584946.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.011600,0.000000,0.000000,0.000000,0.003500,0.000000
779,0.713399,0.852501,0.863100,0.768900,1112.000000,844585410.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.012600,0.000000,0.000000,0.000000,0.003500,0.000000
