frame,elapsed_seconds,delta_time_ms,main_thread_ms,player_loop_ms,gc_allocated_in_frame_bytes,total_used_memory_bytes,total_reserved_memory_bytes,gc_reserved_memory_bytes,system_used_memory_bytes,fixed_step_ms,belt_transfer_ms,belt_progress_ms,item_visual_capture_ms,item_transform_presentation_ms,item_process_ms,item_port_adapter_ms,item_port_buffer_swap_ms,grid_placement_transform_ms,wait_for_job_group_ms
1382,1.248982,0.903302,0.898300,0.820000,1112.000000,845254306.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.010900,0.000000,0.000000,0.000000,0.003300,0.000000
1383,1.249746,0.768403,0.773300,0.691900,1112.000000,845259282.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.011500,0.000000,0.000000,0.000000,0.003100,0.000000
1384,1.250515,0.769097,0.768200,0.694500,1112.000000,845258442.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.010300,0.000000,0.000000,0.000000,0.003200,0.000000
1385,1.251331,0.814704,0.777500,0.704000,1112.000000,845258466.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.010900,0.000000,0.000000,0.000000,0.003100,0.000000
1386,1.252277,0.934396,0.960800,0.853600,1112.000000,845258490.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.010500,0.000000,0.000000,0.000000,0.003100,0.000000
1387,1.253063,0.794203,0.793800,0.714200,1112.000000,845258938.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000700,0.000000,0.000000,0.000000,0.011200,0.000000,0.000000,0.000000,0.003500,0.000000
1388,1.254148,1.080697,1.079000,1.000400,1112.000000,845259762.000000,1318204976.000000,234864640.000000,1568763904.000000,0.276500,0.035900,0.010100,0.018600,0.009800,0.018700,0.016300,0.022000,0.003200,0.000000
1389,1.254943,0.784800,0.782100,0.703800,1112.000000,845264322.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.013800,0.000000,0.000000,0.000000,0.003300,0.000000
1390,1.255716,0.790001,0.785200,0.707000,1112.000000,845263906.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.014100,0.000000,0.000000,0.000000,0.003600,0.000000
1391,1.256769,1.005796,0.989400,0.903200,1112.000000,845280610.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.014200,0.000000,0.000000,0.000000,0.003200,0.000000
1392,1.257862,1.112401,1.114200,1.017000,1112.000000,845272146.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.012700,0.000000,0.000000,0.000000,0.004300,0.000000
1393,1.258729,0.892701,0.900300,0.809500,1112.000000,845273218.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000800,0.000000,0.000000,0.000000,0.011700,0.000000,0.000000,0.000000,0.003400,0.000000
1394,1.259529,0.800503,0.802600,0.721900,1112.000000,845273258.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.010600,0.000000,0.000000,0.000000,0.003300,0.000000
1395,1.260265,0.745394,0.745400,0.668700,1112.000000,845281914.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.010500,0.000000,0.000000,0.000000,0.003000,0.000000
1396,1.260996,0.732405,0.731900,0.657600,1112.000000,845281498.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.009900,0.000000,0.000000,0.000000,0.003100,0.000000
1397,1.261745,0.742496,0.739000,0.666200,1112.000000,845281522.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.009900,0.000000,0.000000,0.000000,0.002900,0.000000
1398,1.262569,0.823902,0.819200,0.743500,1112.000000,845281554.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.010400,0.000000,0.000000,0.000000,0.003100,0.000000
1399,1.263424,0.859602,0.860000,0.783000,1112.000000,845282434.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.010200,0.000000,0.000000,0.000000,0.003100,0.000000
1400,1.264175,0.751701,0.750900,0.676100,1112.000000,845281594.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.009800,0.000000,0.000000,0.000000,0.003100,0.000000
1401,1.264946,0.774199,0.768200,0.693800,1112.000000,845281618.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.010700,0.000000,0.000000,0.000000,0.003000,0.000000
1402,1.265686,0.741497,0.742200,0.664100,1112.000000,845286162.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.011900,0.000000,0.000000,0.000000,0.002900,0.000000
1403,1.266470,0.764399,0.761200,0.686100,1112.000000,845286194.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.011600,0.000000,0.000000,0.000000,0.003100,0.000000
1404,1.267238,0.787606,0.776200,0.700100,1112.000000,845285794.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.009900,0.000000,0.000000,0.000000,0.002900,0.000000
1405,1.267975,0.728997,0.736700,0.651400,1112.000000,845286258.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.011400,0.000000,0.000000,0.000000,0.002700,0.000000
1406,1.268708,0.737202,0.737700,0.661900,1112.000000,845285842.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.011300,0.000000,0.000000,0.000000,0.003500,0.000000
1407,1.269462,0.750099,0.749000,0.676200,1112.000000,845302586.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.010700,0.000000,0.000000,0.000000,0.003100,0.000000
1408,1.270434,0.974695,0.970300,0.898000,1112.000000,845290666.000000,1318204976.000000,234864640.000000,1568763904.000000,0.248800,0.032800,0.009900,0.017300,0.009100,0.017600,0.016500,0.012600,0.002900,0.000000
1409,1.271334,0.876906,0.865300,0.787400,1112.000000,845290690.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.011900,0.000000,0.000000,0.000000,0.002900,0.000000
1410,1.272284,0.957200,0.960300,0.875000,1112.000000,845290730.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.012500,0.000000,0.000000,0.000000,0.003100,0.000000
1411,1.273189,0.902296,0.896000,0.816700,1112.000000,845291210.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.012700,0.000000,0.000000,0.000000,0.003200,0.000000
1412,1.274283,1.099100,1.099500,1.016400,1112.000000,845298042.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.093700,0.000000,0.000000,0.000000,0.003300,0.000000
1413,1.275078,0.803401,0.808000,0.726800,1112.000000,845298066.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.010500,0.000000,0.000000,0.000000,0.003500,0.000000
1414,1.275837,0.766397,0.761800,0.686800,1112.000000,845298098.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000700,0.000000,0.000000,0.000000,0.010200,0.000000,0.000000,0.000000,0.003000,0.000000
1415,1.276659,0.811302,0.805600,0.724600,1112.000000,845303074.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.010200,0.000000,0.000000,0.000000,0.003100,0.000000
1416,1.277475,0.815101,0.812400,0.732400,1112.000000,845302674.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.011800,0.000000,0.000000,0.000000,0.003500,0.000000
1417,1.278252,0.781101,0.783900,0.704800,1112.000000,845302258.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.011900,0.000000,0.000000,0.000000,0.003100,0.000000
1418,1.279026,0.769600,0.768100,0.692500,1112.000000,845302282.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.009800,0.000000,0.000000,0.000000,0.003200,0.000000
1419,1.279767,0.753501,0.752200,0.677700,1112.000000,845302762.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.011300,0.000000,0.000000,0.000000,0.003000,0.000000
1420,1.280519,0.740795,0.735400,0.660800,1112.000000,845302786.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.011300,0.000000,0.000000,0.000000,0.003000,0.000000
1421,1.281303,0.762805,0.760800,0.683300,1112.000000,845306498.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.011500,0.000000,0.000000,0.000000,0.003200,0.000000
1422,1.282079,0.800694,0.801100,0.724600,1112.000000,845306506.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.009800,0.000000,0.000000,0.000000,0.003400,0.000000
1423,1.283030,0.954705,0.953500,0.877500,1112.000000,845312562.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.010200,0.000000,0.000000,0.000000,0.003300,0.000000
1424,1.283785,0.751601,0.748800,0.673800,1112.000000,845295618.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.009700,0.000000,0.000000,0.000000,0.003100,0.000000
1425,1.284524,0.742595,0.742400,0.667400,1112.000000,845295642.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.010500,0.000000,0.000000,0.000000,0.003100,0.000000
1426,1.285272,0.749405,0.748100,0.674900,1112.000000,845295682.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000400,0.000000,0.000000,0.000000,0.010100,0.000000,0.000000,0.000000,0.002600,0.000000
1427,1.286128,0.793296,0.783200,0.710900,1112.000000,845300242.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.010400,0.000000,0.000000,0.000000,0.003000,0.000000
1428,1.287272,1.190901,1.187900,1.106800,1112.000000,845300906.000000,1318204976.000000,234864640.000000,1568763904.000000,0.266700,0.030700,0.011300,0.017300,0.010400,0.019300,0.016200,0.014600,0.003700,0.000000
1429,1.288088,0.822201,0.823200,0.741000,1112.000000,845305026.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.013700,0.000000,0.000000,0.000000,0.003300,0.000000
1430,1.288857,0.773399,0.773200,0.693600,1112.000000,845305482.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.015200,0.000000,0.000000,0.000000,0.002900,0.000000
1431,1.289702,0.819898,0.784800,0.707900,1112.000000,845305930.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.013700,0.000000,0.000000,0.000000,0.003300,0.000000
1432,1.290594,0.904301,0.926600,0.818700,1112.000000,845308138.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.011300,0.000000,0.000000,0.000000,0.003900,0.000000
1433,1.291440,0.852098,0.851900,0.765800,1112.000000,845308162.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.010800,0.000000,0.000000,0.000000,0.003400,0.000000
1434,1.292239,0.801502,0.802400,0.717800,1112.000000,845312282.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.010600,0.000000,0.000000,0.000000,0.003300,0.000000
1435,1.293038,0.802204,0.799100,0.718700,1112.000000,845313154.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.012600,0.000000,0.000000,0.000000,0.003200,0.000000
1436,1.293823,0.788499,0.790400,0.709500,1112.000000,845312330.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.010900,0.000000,0.000000,0.000000,0.003000,0.000000
1437,1.294633,0.803501,0.800500,0.722500,1112.000000,845312370.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.010700,0.000000,0.000000,0.000000,0.003100,0.000000
1438,1.295444,0.812599,0.809800,0.730600,1112.000000,845312386.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.010200,0.000000,0.000000,0.000000,0.003200,0.000000
1439,1.296279,0.826396,0.825000,0.745600,1112.000000,845329370.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.010800,0.000000,0.000000,0.000000,0.003400,0.000000
1440,1.297210,0.920600,0.912000,0.831000,1112.000000,845316522.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.010600,0.000000,0.000000,0.000000,0.003200,0.000000
1441,1.298087,0.889505,0.892800,0.807200,1112.000000,845316546.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.011500,0.000000,0.000000,0.000000,0.003500,0.000000
1442,1.298871,0.789498,0.789400,0.710300,1112.000000,845316586.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.010500,0.000000,0.000000,0.000000,0.003100,0.000000
1443,1.299638,0.769402,0.768800,0.691300,1112.000000,845317066.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.010400,0.000000,0.000000,0.000000,0.003200,0.000000
1444,1.300429,0.793594,0.791200,0.715300,1112.000000,845316634.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.010200,0.000000,0.000000,0.000000,0.003100,0.000000
1445,1.301380,0.932703,0.921600,0.843700,1112.000000,845316658.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.010800,0.000000,0.000000,0.000000,0.003200,0.000000
1446,1.302190,0.818700,0.820800,0.735400,1112.000000,845321210.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.013000,0.000000,0.000000,0.000000,0.003400,0.000000
1447,1.303244,0.979599,0.825600,0.743800,1112.000000,845325762.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.012200,0.000000,0.000000,0.000000,0.003300,0.000000
1448,1.304373,1.170599,1.319900,1.090200,1112.000000,845326090.000000,1318204976.000000,234864640.000000,1568763904.000000,0.269800,0.061000,0.010600,0.017600,0.009900,0.020500,0.017400,0.015300,0.006200,0.000000
1449,1.305343,0.988804,0.987700,0.905500,1112.000000,845326114.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.013500,0.000000,0.000000,0.000000,0.004300,0.000000
1450,1.306244,0.869997,0.862900,0.780500,1112.000000,845326570.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.014600,0.000000,0.000000,0.000000,0.004200,0.000000
1451,1.307197,0.971301,0.955700,0.866700,1112.000000,845326602.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.014800,0.000000,0.000000,0.000000,0.004000,0.000000
1452,1.308111,0.928401,0.940500,0.842700,1112.000000,845325042.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.011700,0.000000,0.000000,0.000000,0.003900,0.000000
1453,1.308914,0.818495,0.821200,0.737300,1112.000000,845329154.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.011200,0.000000,0.000000,0.000000,0.003400,0.000000
1454,1.309695,0.785906,0.787700,0.709100,1112.000000,845329162.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.011100,0.000000,0.000000,0.000000,0.003200,0.000000
1455,1.310605,0.896995,0.891400,0.815300,1112.000000,845345882.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.011600,0.000000,0.000000,0.000000,0.003100,0.000000
1456,1.311456,0.834899,0.830000,0.751000,1112.000000,845328938.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000700,0.000000,0.000000,0.000000,0.010700,0.000000,0.000000,0.000000,0.003900,0.000000
1457,1.312307,0.871103,0.870800,0.788900,1112.000000,845328962.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000700,0.000000,0.000000,0.000000,0.010700,0.000000,0.000000,0.000000,0.004100,0.000000
1458,1.313137,0.825900,0.825100,0.744300,1112.000000,845329002.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.010300,0.000000,0.000000,0.000000,0.003200,0.000000
1459,1.314063,0.940101,0.940600,0.861800,1112.000000,845333578.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.010200,0.000000,0.000000,0.000000,0.003300,0.000000
1460,1.314817,0.748802,0.745200,0.669100,1112.000000,845333570.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.011900,0.000000,0.000000,0.000000,0.003100,0.000000
1461,1.315593,0.781498,0.781500,0.705200,1112.000000,845333170.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.011300,0.000000,0.000000,0.000000,0.003500,0.000000
1462,1.316424,0.806597,0.806000,0.730500,1112.000000,845333202.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.010000,0.000000,0.000000,0.000000,0.003000,0.000000
1463,1.317218,0.818105,0.811700,0.736000,1112.000000,845338186.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.011600,0.000000,0.000000,0.000000,0.003200,0.000000
1464,1.318006,0.791695,0.778600,0.700600,1112.000000,845337346.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.010400,0.000000,0.000000,0.000000,0.003200,0.000000
1465,1.318833,0.829301,0.839800,0.750500,1112.000000,845337370.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.010600,0.000000,0.000000,0.000000,0.003100,0.000000
1466,1.319585,0.749298,0.749500,0.672500,1112.000000,845341922.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.011300,0.000000,0.000000,0.000000,0.003300,0.000000
1467,1.320625,1.029202,1.024300,0.948800,1112.000000,845343674.000000,1318204976.000000,234864640.000000,1568763904.000000,0.278200,0.034500,0.013500,0.017200,0.010500,0.018800,0.017000,0.015300,0.003000,0.000000
1468,1.321402,0.764498,0.761800,0.684500,1112.000000,845343274.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.012500,0.000000,0.000000,0.000000,0.003300,0.000000
1469,1.322192,0.806200,0.803400,0.726600,1112.000000,845343298.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.012700,0.000000,0.000000,0.000000,0.004100,0.000000
1470,1.322989,0.794303,0.794800,0.716700,1112.000000,845343346.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.012200,0.000000,0.000000,0.000000,0.002800,0.000000
1471,1.323871,0.877395,0.868600,0.790600,1112.000000,845358194.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.010900,0.000000,0.000000,0.000000,0.003100,0.000000
1472,1.324709,0.849001,0.853500,0.770400,1112.000000,845345346.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.010400,0.000000,0.000000,0.000000,0.003000,0.000000
1473,1.325514,0.789101,0.787200,0.710400,1112.000000,845345370.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.009800,0.000000,0.000000,0.000000,0.003100,0.000000
1474,1.326381,0.859099,0.854400,0.776900,1112.000000,845345834.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.012700,0.000000,0.000000,0.000000,0.003400,0.000000
1475,1.327320,0.912904,0.904500,0.824400,1112.000000,845345890.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.011500,0.000000,0.000000,0.000000,0.003000,0.000000
1476,1.328170,0.891298,0.893700,0.808700,1112.000000,845345458.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000900,0.000000,0.000000,0.000000,0.012500,0.000000,0.000000,0.000000,0.004400,0.000000
1477,1.328977,0.808801,0.808100,0.727800,1112.000000,845345482.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.011800,0.000000,0.000000,0.000000,0.003200,0.000000
1478,1.329798,0.824298,0.821000,0.742900,1112.000000,845345514.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.011400,0.000000,0.000000,0.000000,0.003400,0.000000
1479,1.330613,0.806498,0.806600,0.726300,1112.000000,845350522.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.012200,0.000000,0.000000,0.000000,0.003200,0.000000
1480,1.331515,0.896003,0.893500,0.815800,1112.000000,845354074.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.011700,0.000000,0.000000,0.000000,0.003300,0.000000
1481,1.332343,0.842900,0.837700,0.758300,1112.000000,845354802.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.012500,0.000000,0.000000,0.000000,0.004200,0.000000
1482,1.333133,0.790497,0.793900,0.712600,1112.000000,845354514.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.011700,0.000000,0.000000,0.000000,0.003200,0.000000
1483,1.334018,0.876899,0.782600,0.705400,1112.000000,845355090.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.011400,0.000000,0.000000,0.000000,0.003200,0.000000
1484,1.334830,0.788804,0.875300,0.708300,1112.000000,845354818.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000700,0.000000,0.000000,0.000000,0.011100,0.000000,0.000000,0.000000,0.003500,0.000000
1485,1.335824,1.004797,0.998100,0.916500,1112.000000,845359002.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000700,0.000000,0.000000,0.000000,0.011100,0.000000,0.000000,0.000000,0.003500,0.000000
1486,1.337325,1.497300,1.490800,1.404400,1112.000000,845360586.000000,1318204976.000000,234864640.000000,1568763904.000000,0.274700,0.038000,0.011900,0.017600,0.036700,0.021100,0.018100,0.015800,0.003600,0.000000
1487,1.338192,0.883702,0.888700,0.800500,1112.000000,845377554.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.014300,0.000000,0.000000,0.000000,0.003600,0.000000
1488,1.339007,0.815299,0.814000,0.732200,1112.000000,845361050.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.014600,0.000000,0.000000,0.000000,0.003200,0.000000
1489,1.340041,0.999901,0.823000,0.741600,1112.000000,845360634.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.014400,0.000000,0.000000,0.000000,0.003500,0.000000
1490,1.340954,0.927098,1.087100,0.832500,1112.000000,845359266.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.012100,0.000000,0.000000,0.000000,0.003900,0.000000
1491,1.341837,0.895401,0.902300,0.808500,1112.000000,845363826.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.012200,0.000000,0.000000,0.000000,0.003300,0.000000
1492,1.342699,0.866900,0.863700,0.778600,1112.000000,845363410.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.011000,0.000000,0.000000,0.000000,0.003500,0.000000
1493,1.343516,0.819402,0.822100,0.736300,1112.000000,845363450.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.011100,0.000000,0.000000,0.000000,0.003500,0.000000
1494,1.344415,0.879698,0.872000,0.790100,1112.000000,845363466.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.010600,0.000000,0.000000,0.000000,0.003200,0.000000
1495,1.345284,0.884099,0.882200,0.797300,1112.000000,845364522.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.012200,0.000000,0.000000,0.000000,0.003600,0.000000
1496,1.346141,0.840505,0.838700,0.753100,1112.000000,845368202.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.012100,0.000000,0.000000,0.000000,0.003300,0.000000
1497,1.347010,0.883397,0.880900,0.794500,1112.000000,845375994.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.023400,0.000000,0.000000,0.000000,0.003500,0.000000
1498,1.348036,1.024001,1.022200,0.935300,1112.000000,845380146.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000500,0.000000,0.000000,0.000000,0.010900,0.000000,0.000000,0.000000,0.003200,0.000000
1499,1.348866,0.835601,0.834000,0.749500,1112.000000,845380866.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.012100,0.000000,0.000000,0.000000,0.003500,0.000000
1500,1.349782,0.814697,0.818200,0.734200,1112.000000,845380466.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.011000,0.000000,0.000000,0.000000,0.003400,0.000000
1501,1.350672,0.951205,0.946400,0.867500,1112.000000,845380514.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000700,0.000000,0.000000,0.000000,0.011000,0.000000,0.000000,0.000000,0.004800,0.000000
1502,1.351715,1.062698,0.930800,0.849200,1112.000000,845380522.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.011000,0.000000,0.000000,0.000000,0.004600,0.000000
1503,1.352659,0.958999,1.083900,0.875300,1112.000000,845397386.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.013000,0.000000,0.000000,0.000000,0.003700,0.000000
1504,1.353837,1.181902,1.139800,1.056600,1112.000000,845386602.000000,1318204976.000000,234864640.000000,1568763904.000000,0.295200,0.040900,0.011500,0.018900,0.010600,0.019500,0.018200,0.021300,0.003600,0.000000
1505,1.354643,0.811295,0.852000,0.730000,1112.000000,845386626.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.012700,0.000000,0.000000,0.000000,0.003100,0.000000
1506,1.355510,0.858900,0.856100,0.775800,1112.000000,845386666.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.014000,0.000000,0.000000,0.000000,0.003200,0.000000
1507,1.356556,1.011600,0.889800,0.804500,1112.000000,845387138.000000,1318204976.000000,234864640.000000,1568763904.000000,0.000600,0.000000,0.000000,0.000000,0.015300,0.000000,0.000000,0.000000,0.003700,0.000000
