frame,elapsed_seconds,delta_time_ms,main_thread_ms,player_loop_ms,gc_allocated_in_frame_bytes,total_used_memory_bytes,total_reserved_memory_bytes,gc_reserved_memory_bytes,gc_used_memory_bytes,system_used_memory_bytes,render_thread_ms,draw_calls_count,fixed_step_ms,belt_transfer_ms,belt_progress_ms,transfer_command_buffer_ms,item_pool_initialization_ms,item_visual_capture_ms,item_transform_presentation_ms,item_process_ms,item_port_adapter_ms,item_port_buffer_swap_ms,grid_placement_transform_ms,grid_build_ms,grid_occupancy_index_ms,belt_topology_visual_ms,wait_for_job_group_ms
10,0.091499,5.628600,5.585200,2.537300,19001.000000,1286686431.000000,1798536504.000000,286048256.000000,265428992.000000,1992978432.000000,0.811800,69.000000,0.000800,0.000000,0.000000,0.000000,0.012100,0.000000,0.008500,0.000000,0.000000,0.000000,0.005600,0.001900,0.003200,0.007100,0.000000
11,0.097140,5.657405,5.694700,2.727400,19001.000000,1286774367.000000,1798618424.000000,286048256.000000,265433088.000000,1992982528.000000,0.731300,69.000000,0.000900,0.000000,0.000000,0.000000,0.010200,0.000000,0.008600,0.000000,0.000000,0.000000,0.004900,0.002100,0.003000,0.006800,0.000000
12,0.103367,6.214101,6.154500,3.084800,19001.000000,1286696471.000000,1798536504.000000,286048256.000000,265437184.000000,1992982528.000000,1.010400,69.000000,0.501600,0.032000,0.016300,0.407100,0.010300,0.014300,0.009600,0.000400,0.000300,0.000500,0.004700,0.001900,0.003400,0.005900,0.000000
13,0.109347,5.996195,6.015800,2.462400,19001.000000,1286704615.000000,1798536504.000000,286048256.000000,265445376.000000,1992982528.000000,0.729700,69.000000,0.000500,0.000000,0.000000,0.000000,0.012600,0.000000,0.012000,0.000000,0.000000,0.000000,0.005400,0.002000,0.003200,0.007300,0.000000
14,0.115280,5.920805,5.870600,2.449700,19001.000000,1286646449.000000,1798470968.000000,286048256.000000,265449472.000000,1992982528.000000,0.772000,69.000000,0.000600,0.000000,0.000000,0.000000,0.010400,0.000000,0.018300,0.000000,0.000000,0.000000,0.005300,0.002000,0.003600,0.007200,0.000000
15,0.120942,5.677593,5.725100,2.676700,19001.000000,1286714243.000000,1798536504.000000,286048256.000000,265453568.000000,1992982528.000000,0.738900,69.000000,0.572400,0.085900,0.014200,0.422300,0.010700,0.021300,0.009200,0.000400,0.000300,0.000700,0.005100,0.001800,0.003300,0.006200,0.000000
16,0.125840,4.889406,4.843700,2.091800,19001.000000,1286721019.000000,1798536504.000000,286048256.000000,265457664.000000,1992982528.000000,1.043000,69.000000,0.000600,0.000000,0.000000,0.000000,0.011600,0.000000,0.009100,0.000000,0.000000,0.000000,0.005500,0.002100,0.003300,0.006600,0.000000
17,0.130977,5.117496,5.131600,2.178500,19001.000000,1286730043.000000,1798536504.000000,286048256.000000,265465856.000000,1992982528.000000,0.744600,69.000000,0.000600,0.000000,0.000000,0.000000,0.012800,0.000000,0.009100,0.000000,0.000000,0.000000,0.005300,0.001900,0.003400,0.006600,0.000000
18,0.136706,5.744203,5.705600,2.846600,19001.000000,1286740735.000000,1798536504.000000,286048256.000000,265474048.000000,1992986624.000000,0.798500,69.000000,0.457800,0.030200,0.014800,0.365200,0.011300,0.014700,0.009000,0.000500,0.000300,0.000400,0.005000,0.002000,0.003100,0.005100,0.000000
19,0.141830,5.141001,5.182000,2.280300,19001.000000,1286827075.000000,1798618424.000000,286048256.000000,265478144.000000,1992986624.000000,1.005700,69.000000,0.000800,0.000000,0.000000,0.000000,0.011500,0.000000,0.011200,0.000000,0.000000,0.000000,0.005500,0.002400,0.003700,0.007200,0.000000
20,0.147392,5.535601,5.450500,2.418600,19001.000000,1286748319.000000,1798536504.000000,286048256.000000,265482240.000000,1992986624.000000,0.742700,69.000000,0.000500,0.000000,0.000000,0.000000,0.010000,0.000000,0.011200,0.000000,0.000000,0.000000,0.004900,0.002200,0.003200,0.005400,0.000000
21,0.154333,6.931796,6.983300,3.238400,19001.000000,1286767795.000000,1798536504.000000,286048256.000000,265486336.000000,1992986624.000000,1.064800,69.000000,0.531600,0.035800,0.017600,0.410000,0.011600,0.026800,0.015800,0.000500,0.000300,0.000700,0.006800,0.069400,0.003300,0.007100,0.000000
22,0.160277,5.971202,5.936000,2.557600,19001.000000,1286766915.000000,1798536504.000000,286048256.000000,265498624.000000,1992986624.000000,0.746300,69.000000,0.000700,0.000000,0.000000,0.000000,0.012600,0.000000,0.015700,0.000000,0.000000,0.000000,0.005600,0.017000,0.003100,0.007500,0.000000
23,0.166677,6.406498,6.406600,3.163500,19001.000000,1286772415.000000,1798536504.000000,286048256.000000,265502720.000000,1992986624.000000,0.750600,69.000000,0.500300,0.058500,0.015500,0.367500,0.010600,0.021700,0.017100,0.000400,0.000300,0.000600,0.005400,0.003500,0.003700,0.005700,0.000000
24,0.172496,5.778500,5.742600,2.569400,19001.000000,1286776359.000000,1798536504.000000,286048256.000000,265506816.000000,1992986624.000000,0.723200,69.000000,0.000700,0.000000,0.000000,0.000000,0.011500,0.000000,0.020400,0.000000,0.000000,0.000000,0.004800,0.002100,0.003100,0.007000,0.000000
25,0.178386,5.919799,5.942700,2.523400,19001.000000,1286784271.000000,1798536504.000000,286048256.000000,265510912.000000,1992986624.000000,1.001900,69.000000,0.000600,0.000000,0.000000,0.000000,0.010600,0.000000,0.021400,0.000000,0.000000,0.000000,0.006400,0.001900,0.003400,0.006900,0.000000
26,0.184291,5.903104,5.873300,2.713400,19001.000000,1286874747.000000,1798618424.000000,286048256.000000,265515008.000000,1992986624.000000,0.794100,69.000000,0.550900,0.071200,0.018200,0.372000,0.012500,0.048100,0.008800,0.000600,0.000300,0.002000,0.005900,0.002200,0.003500,0.007000,0.000000
27,0.190211,5.898796,5.914500,2.200200,19001.000000,1286801623.000000,1798536504.000000,286048256.000000,265523200.000000,1992986624.000000,0.786400,69.000000,0.000700,0.000000,0.000000,0.000000,0.012000,0.000000,0.010700,0.000000,0.000000,0.000000,0.005300,0.002000,0.003400,0.007000,0.000000
28,0.196149,5.962103,5.930600,2.607600,19001.000000,1286810247.000000,1798536504.000000,286048256.000000,265531392.000000,1992986624.000000,0.751800,69.000000,0.114900,0.000000,0.000000,0.000000,0.011800,0.000000,0.010800,0.000000,0.000000,0.000000,0.005200,0.001900,0.003700,0.007700,0.000000
29,0.202874,6.715299,6.730300,3.189300,19001.000000,1286809755.000000,1798536504.000000,286048256.000000,265535488.000000,1992986624.000000,0.875000,69.000000,0.611000,0.030700,0.015600,0.516400,0.010400,0.015700,0.009400,0.000400,0.000300,0.000700,0.004900,0.002300,0.003600,0.005200,0.000000
30,0.209017,6.143601,6.090300,2.578900,19001.000000,1286816891.000000,1798536504.000000,286048256.000000,265539584.000000,1992986624.000000,0.805400,69.000000,0.000500,0.000000,0.000000,0.000000,0.012700,0.000000,0.012900,0.000000,0.000000,0.000000,0.005200,0.002000,0.003400,0.007300,0.000000
31,0.215250,6.220500,6.253600,2.694100,19001.000000,1286823123.000000,1798536504.000000,286048256.000000,265547776.000000,1992986624.000000,0.808600,69.000000,0.000600,0.000000,0.000000,0.000000,0.011700,0.000000,0.019000,0.000000,0.000000,0.000000,0.005100,0.002100,0.003400,0.006500,0.000000
32,0.221130,5.916596,5.879100,2.829400,19053.000000,1286912331.000000,1798618424.000000,286048256.000000,265551872.000000,1992986624.000000,0.766300,69.000000,0.571800,0.070800,0.014600,0.435500,0.010700,0.022100,0.011200,0.000400,0.000200,0.000800,0.005300,0.002300,0.003400,0.006100,0.000000
33,0.226414,5.269905,5.304400,2.167800,19001.000000,1286920579.000000,1798618424.000000,286048256.000000,265560064.000000,1992986624.000000,0.973100,69.000000,0.000500,0.000000,0.000000,0.000000,0.010900,0.000000,0.011500,0.000000,0.000000,0.000000,0.004600,0.001800,0.003100,0.005900,0.000000
34,0.233178,6.740001,6.436800,2.946600,19001.000000,1286844543.000000,1798536504.000000,286048256.000000,265564160.000000,1992986624.000000,1.035000,69.000000,0.539700,0.031100,0.016200,0.428500,0.010800,0.025700,0.009300,0.000500,0.000300,0.000700,0.004700,0.001900,0.003300,0.006500,0.000000
35,0.238694,5.535296,5.722900,2.085100,19137.000000,1286856983.000000,1798536504.000000,286048256.000000,265576448.000000,1992986624.000000,0.899800,68.000000,0.000700,0.000000,0.000000,0.000000,0.012900,0.000000,0.010400,0.000000,0.000000,0.000000,0.005700,0.002000,0.003300,0.007700,0.000000
36,0.244415,5.721903,5.670500,2.261700,19001.000000,1286859871.000000,1798536504.000000,286048256.000000,265580544.000000,1992986624.000000,0.761300,69.000000,0.000700,0.000000,0.000000,0.000000,0.011200,0.000000,0.300300,0.000000,0.000000,0.000000,0.005500,0.002100,0.003200,0.007200,0.000000
37,0.250189,5.751396,5.786000,2.728400,19001.000000,1286885875.000000,1798536504.000000,286048256.000000,265588736.000000,1992986624.000000,0.769900,69.000000,0.553200,0.063800,0.016300,0.416000,0.010600,0.026000,0.011000,0.000600,0.000200,0.000600,0.005100,0.002200,0.003300,0.006200,0.000000
38,0.256087,5.924001,5.873500,2.531400,19001.000000,1286876955.000000,1798536504.000000,286048256.000000,265592832.000000,1992986624.000000,0.736800,69.000000,0.000800,0.000000,0.000000,0.000000,0.011400,0.000000,0.011100,0.000000,0.000000,0.000000,0.005500,0.002100,0.003400,0.006900,0.000000
39,0.261559,5.479202,5.519000,2.155500,19001.000000,1286971465.000000,1798602040.000000,286048256.000000,265605120.000000,1992990720.000000,0.747000,69.000000,0.000800,0.000000,0.000000,0.000000,0.010400,0.000000,0.009500,0.000000,0.000000,0.000000,0.005600,0.001800,0.003500,0.007000,0.000000
40,0.267447,5.868998,5.803900,2.605500,19001.000000,1286902551.000000,1798536504.000000,286048256.000000,265617408.000000,1992990720.000000,0.764000,69.000000,0.498800,0.031100,0.015300,0.398300,0.010400,0.019700,0.009700,0.000500,0.000300,0.000600,0.004700,0.001800,0.003100,0.006100,0.000000
41,0.272816,5.360197,5.374800,2.474300,19001.000000,1286992171.000000,1798618424.000000,286048256.000000,265621504.000000,1992990720.000000,1.073000,69.000000,0.000600,0.000000,0.000000,0.000000,0.012600,0.000000,0.009300,0.000000,0.000000,0.000000,0.006100,0.002200,0.003400,0.008500,0.000000
42,0.277820,5.023405,4.997700,2.131600,19001.000000,1287001099.000000,1798618424.000000,286048256.000000,265629696.000000,1992990720.000000,0.794200,69.000000,0.000500,0.000000,0.000000,0.000000,0.011500,0.000000,0.012100,0.000000,0.000000,0.000000,0.005600,0.002000,0.003300,0.006900,0.000000
43,0.283436,5.616794,5.648900,2.574700,19001.000000,1286923403.000000,1798536504.000000,286048256.000000,265633792.000000,1992990720.000000,0.737100,69.000000,0.483300,0.036500,0.016300,0.385900,0.009900,0.014700,0.011400,0.000400,0.000300,0.000400,0.004600,0.002100,0.003100,0.005400,0.000000
44,0.288899,5.458900,5.420700,2.184600,19001.000000,1287022103.000000,1798618424.000000,286048256.000000,265650176.000000,1992990720.000000,0.737100,69.000000,0.000600,0.000000,0.000000,0.000000,0.012400,0.000000,0.010900,0.000000,0.000000,0.000000,0.005300,0.002200,0.003300,0.007400,0.000000
45,0.294263,5.355903,5.389300,2.287100,19001.000000,1287026047.000000,1798618424.000000,286048256.000000,265654272.000000,1992990720.000000,0.745700,69.000000,0.000600,0.000000,0.000000,0.000000,0.011500,0.000000,0.011000,0.000000,0.000000,0.000000,0.005100,0.002200,0.003600,0.006500,0.000000
46,0.300231,5.938102,5.877400,2.712700,19001.000000,1286955391.000000,1798536504.000000,286048256.000000,265662464.000000,1992990720.000000,0.714500,69.000000,0.551600,0.064100,0.030600,0.371500,0.010100,0.045400,0.009600,0.000700,0.000300,0.000700,0.004800,0.002400,0.003200,0.005700,0.000000
47,0.305588,5.397895,5.436800,2.349400,19001.000000,1287039547.000000,1798618424.000000,286048256.000000,265666560.000000,1992990720.000000,0.812700,69.000000,0.000600,0.000000,0.000000,0.000000,0.017600,0.000000,0.011100,0.000000,0.000000,0.000000,0.005200,0.002100,0.003600,0.006900,0.000000
48,0.311361,5.758404,5.705800,2.359700,19001.000000,1286968271.000000,1798536504.000000,286048256.000000,265674752.000000,1992990720.000000,0.707800,68.000000,0.000900,0.000000,0.000000,0.000000,0.010100,0.000000,0.010900,0.000000,0.000000,0.000000,0.005100,0.002000,0.003400,0.006200,0.000000
49,0.317399,6.027395,6.034800,2.824000,19001.000000,1286977311.000000,1798536504.000000,286048256.000000,265682944.000000,1992990720.000000,0.960500,69.000000,0.578300,0.029400,0.014900,0.481000,0.010100,0.019600,0.009800,0.000400,0.000300,0.000500,0.005600,0.001900,0.003900,0.006000,0.000000
50,0.322830,5.445500,5.381400,2.307100,19001.000000,1287073179.000000,1798618424.000000,286048256.000000,265695232.000000,1992994816.000000,0.821800,69.000000,0.000500,0.000000,0.000000,0.000000,0.013200,0.000000,0.011600,0.000000,0.000000,0.000000,0.006200,0.002400,0.003500,0.007000,0.000000
51,0.327896,5.082001,5.151300,2.140000,19001.000000,1287077211.000000,1798618424.000000,286048256.000000,265699328.000000,1992994816.000000,0.836700,69.000000,0.000900,0.000000,0.000000,0.000000,0.011600,0.000000,0.011900,0.000000,0.000000,0.000000,0.005100,0.001900,0.003500,0.006900,0.000000
52,0.334608,6.673101,6.598300,3.205900,19001.000000,1287002939.000000,1798536504.000000,286048256.000000,265707520.000000,1992994816.000000,0.782700,69.000000,0.642900,0.039600,0.017400,0.529300,0.010600,0.022000,0.012300,0.000600,0.000400,0.000800,0.004700,0.002000,0.003200,0.006400,0.000000
53,0.340387,5.809701,5.865700,2.489100,19001.000000,1287033275.000000,1798536504.000000,286048256.000000,265719808.000000,1992994816.000000,0.806800,69.000000,0.000700,0.000000,0.000000,0.000000,0.012900,0.000000,0.019800,0.000000,0.000000,0.000000,0.005700,0.002300,0.003800,0.007500,0.000000
54,0.346044,5.672499,5.635600,2.449700,19001.000000,1287106199.000000,1798618424.000000,286048256.000000,265723904.000000,1992994816.000000,0.755000,69.000000,0.000600,0.000000,0.000000,0.000000,0.011200,0.000000,0.221100,0.000000,0.000000,0.000000,0.005000,0.002300,0.003500,0.007200,0.000000
55,0.352204,6.123505,6.149200,2.985500,19001.000000,1287119803.000000,1798618424.000000,286048256.000000,265736192.000000,1992994816.000000,0.971400,69.000000,0.481900,0.036400,0.016800,0.378100,0.009700,0.015700,0.012100,0.000400,0.000300,0.000500,0.004200,0.002400,0.003200,0.005200,0.000000
56,0.357923,5.723399,5.658800,2.411900,19001.000000,1287123803.000000,1798618424.000000,286048256.000000,265740288.000000,1992994816.000000,0.876000,69.000000,0.000500,0.000000,0.000000,0.000000,0.011600,0.000000,0.025600,0.000000,0.000000,0.000000,0.004600,0.002300,0.003400,0.006200,0.000000
57,0.363928,6.006895,6.030800,2.589200,19001.000000,1287135387.000000,1798618424.000000,286048256.000000,265748480.000000,1992994816.000000,0.740300,69.000000,0.000600,0.000000,0.000000,0.000000,0.013700,0.000000,0.015600,0.000000,0.000000,0.000000,0.005000,0.002300,0.003100,0.007000,0.000000
58,0.370286,6.347803,6.300600,2.964100,19001.000000,1287061487.000000,1798536504.000000,286048256.000000,265756672.000000,1992994816.000000,0.807400,68.000000,0.505800,0.036700,0.018000,0.401400,0.012300,0.017200,0.019300,0.000500,0.000200,0.000400,0.005800,0.002400,0.003200,0.006000,0.000000
59,0.375595,5.348803,5.377900,2.315700,19001.000000,1287152571.000000,1798618424.000000,286048256.000000,265764864.000000,1992994816.000000,0.773400,69.000000,0.000700,0.000000,0.000000,0.000000,0.012100,0.000000,0.010400,0.000000,0.000000,0.000000,0.005200,0.002000,0.003400,0.008100,0.000000
60,0.381191,5.569601,5.523300,2.224900,19001.000000,1287074871.000000,1798536504.000000,286048256.000000,265768960.000000,1992994816.000000,0.791000,69.000000,0.000700,0.000000,0.000000,0.000000,0.010900,0.000000,0.010700,0.000000,0.000000,0.000000,0.004900,0.001800,0.003000,0.006600,0.000000
61,0.387255,6.065200,6.023800,2.857000,19001.000000,1287169519.000000,1798618424.000000,286048256.000000,265781248.000000,1992994816.000000,0.855500,69.000000,0.561700,0.036700,0.016500,0.457500,0.011500,0.016100,0.010100,0.000500,0.000300,0.000500,0.005800,0.002100,0.003500,0.005300,0.000000
62,0.393047,5.766199,5.780500,2.359600,19137.000000,1287098771.000000,1798536504.000000,286048256.000000,265789440.000000,1992994816.000000,0.806000,69.000000,0.000700,0.000000,0.000000,0.000000,0.014200,0.000000,0.011200,0.000000,0.000000,0.000000,0.005200,0.002300,0.003300,0.006100,0.000000
63,0.399411,6.398597,6.447400,2.999400,19001.000000,1287187091.000000,1798618424.000000,286048256.000000,265797632.000000,1992994816.000000,0.911200,69.000000,0.538000,0.038800,0.018100,0.427700,0.012400,0.017000,0.011300,0.000500,0.000300,0.000500,0.005600,0.002700,0.003700,0.006500,0.000000
64,0.404771,5.358099,5.316700,2.164900,19001.000000,1287193539.000000,1798618424.000000,286048256.000000,265801728.000000,1992994816.000000,0.807900,69.000000,0.000500,0.000000,0.000000,0.000000,0.012500,0.000000,0.012700,0.000000,0.000000,0.000000,0.004900,0.002400,0.003500,0.007300,0.000000
65,0.410258,5.466702,5.493000,2.237800,19001.000000,1287202731.000000,1798618424.000000,286048256.000000,265809920.000000,1992994816.000000,0.929600,68.000000,0.000800,0.000000,0.000000,0.000000,0.010600,0.000000,0.013100,0.000000,0.000000,0.000000,0.005400,0.002200,0.003300,0.007000,0.000000
66,0.416783,6.547201,6.437600,3.026900,19001.000000,1287130067.000000,1798536504.000000,286048256.000000,265818112.000000,1992994816.000000,0.984200,69.000000,0.541200,0.038100,0.018700,0.425300,0.011000,0.020500,0.026800,0.000400,0.000400,0.000500,0.005400,0.002500,0.003400,0.006100,0.000000
67,0.422505,5.701899,5.782800,2.480300,19053.000000,1287142331.000000,1798536504.000000,286048256.000000,265830400.000000,1992994816.000000,0.783800,69.000000,0.000800,0.000000,0.000000,0.000000,0.012200,0.000000,0.019700,0.000000,0.000000,0.000000,0.005500,0.002100,0.003300,0.005500,0.000000
68,0.428509,6.022399,5.932200,2.481400,19001.000000,1287149555.000000,1798536504.000000,286048256.000000,265838592.000000,1992994816.000000,0.841700,69.000000,0.000500,0.000000,0.000000,0.000000,0.011300,0.000000,0.287500,0.000000,0.000000,0.000000,0.005600,0.002200,0.003300,0.006800,0.000000
69,0.435185,6.648597,6.717900,3.096600,19001.000000,1287250683.000000,1798618424.000000,286048256.000000,265842688.000000,1992994816.000000,0.967300,69.000000,0.513100,0.035400,0.016900,0.408700,0.012000,0.018200,0.019500,0.000500,0.000300,0.000500,0.005100,0.002300,0.003400,0.005400,0.000000
70,0.440972,5.818403,5.786800,2.544400,19001.000000,1287246851.000000,1798618424.000000,286048256.000000,265850880.000000,1992994816.000000,1.093000,69.000000,0.000600,0.000000,0.000000,0.000000,0.012500,0.000000,0.014400,0.000000,0.000000,0.000000,0.005400,0.002400,0.003600,0.006500,0.000000
71,0.446758,5.790802,5.819800,2.555300,19001.000000,1287255747.000000,1798618424.000000,286048256.000000,265859072.000000,1992994816.000000,1.078500,69.000000,0.000900,0.000000,0.000000,0.000000,0.010600,0.000000,0.011300,0.000000,0.000000,0.000000,0.005800,0.002300,0.004000,0.006900,0.000000
72,0.453729,6.934396,6.782700,2.880200,19001.000000,1287190407.000000,1798536504.000000,286048256.000000,265871360.000000,1992994816.000000,0.865800,69.000000,0.646200,0.061000,0.018300,0.502200,0.011200,0.027400,0.010200,0.000500,0.000400,0.000700,0.004700,0.002800,0.003400,0.007000,0.000000
73,0.459559,5.863201,5.988200,2.288400,19001.000000,1287199271.000000,1798536504.000000,286048256.000000,265875456.000000,1992994816.000000,0.853900,69.000000,0.000900,0.000000,0.000000,0.000000,0.013200,0.000000,0.012300,0.000000,0.000000,0.000000,0.005700,0.001800,0.003600,0.007700,0.000000
74,0.465694,6.127098,6.083900,2.232400,19001.000000,1287207965.000000,1798536504.000000,286048256.000000,265883648.000000,1992994816.000000,0.846500,69.000000,0.000400,0.000000,0.000000,0.000000,0.010400,0.000000,0.009800,0.000000,0.000000,0.000000,0.005500,0.002100,0.003400,0.006400,0.000000
75,0.472548,6.828805,6.847200,2.981700,19001.000000,1287208395.000000,1798536504.000000,286048256.000000,265887744.000000,1992994816.000000,0.798800,69.000000,0.693100,0.035800,0.016500,0.585900,0.011100,0.017800,0.010100,0.000400,0.000300,0.000700,0.005000,0.002300,0.003600,0.006100,0.000000
76,0.477857,5.337401,5.302500,2.405900,19001.000000,1287303087.000000,1798618424.000000,286048256.000000,265900032.000000,1992994816.000000,0.759500,69.000000,0.000600,0.000000,0.000000,0.000000,0.013800,0.000000,0.011100,0.000000,0.000000,0.000000,0.005800,0.002100,0.003600,0.008300,0.000000
77,0.483491,5.644097,5.643600,2.620900,19001.000000,1287311163.000000,1798618424.000000,286048256.000000,265908224.000000,1992994816.000000,0.849300,69.000000,0.499600,0.035000,0.017100,0.398500,0.011800,0.015400,0.009900,0.000400,0.000200,0.000500,0.004900,0.002300,0.003400,0.005800,0.000000
78,0.489041,5.535502,5.519200,2.275000,19001.000000,1287322355.000000,1798618424.000000,286048256.000000,265916416.000000,1992994816.000000,0.800200,69.000000,0.000600,0.000000,0.000000,0.000000,0.012800,0.000000,0.205400,0.000000,0.000000,0.000000,0.005300,0.002300,0.003700,0.005900,0.000000
79,0.494399,5.349497,5.383300,2.167300,19001.000000,1287324643.000000,1798618424.000000,286048256.000000,265920512.000000,1992994816.000000,0.723200,69.000000,0.000600,0.000000,0.000000,0.000000,0.010900,0.000000,0.012800,0.000000,0.000000,0.000000,0.004900,0.002000,0.003700,0.006400,0.000000
80,0.500162,5.785601,5.734600,2.722400,19001.000000,1287339915.000000,1798618424.000000,286048256.000000,265932800.000000,1992994816.000000,0.756600,69.000000,0.617800,0.042800,0.014800,0.518600,0.011100,0.016200,0.009900,0.000500,0.000300,0.000400,0.005300,0.002300,0.003700,0.005900,0.000000
81,0.505405,5.234099,5.251400,2.129500,19001.000000,1287266423.000000,1798536504.000000,286048256.000000,265940992.000000,1992994816.000000,0.787300,69.000000,0.000500,0.000000,0.000000,0.000000,0.012500,0.000000,0.012700,0.000000,0.000000,0.000000,0.005100,0.002000,0.003500,0.007000,0.000000
82,0.510596,5.171102,5.124000,2.112400,19001.000000,1287272295.000000,1798536504.000000,286048256.000000,265945088.000000,1992998912.000000,0.859200,69.000000,0.000700,0.000000,0.000000,0.000000,0.010800,0.000000,0.010400,0.000000,0.000000,0.000000,0.005300,0.002100,0.003200,0.006800,0.000000
83,0.516700,6.104996,6.131000,2.892100,19001.000000,1287284275.000000,1798536504.000000,286048256.000000,265957376.000000,1992998912.000000,0.772200,69.000000,0.507300,0.035000,0.015400,0.406200,0.010800,0.017300,0.011400,0.000400,0.000300,0.000500,0.005500,0.002300,0.003600,0.005400,0.000000
84,0.522223,5.537103,5.492300,2.278800,19001.000000,1287303075.000000,1798536504.000000,286048256.000000,265961472.000000,1992998912.000000,0.854700,69.000000,0.000600,0.000000,0.000000,0.000000,0.013500,0.000000,0.011000,0.000000,0.000000,0.000000,0.005700,0.002200,0.003500,0.007700,0.000000
85,0.527508,5.281399,5.321300,2.241100,19001.000000,1287398807.000000,1798618424.000000,286048256.000000,265973760.000000,1992998912.000000,0.906600,69.000000,0.000800,0.000000,0.000000,0.000000,0.011400,0.000000,0.012400,0.000000,0.000000,0.000000,0.006200,0.002100,0.003500,0.007600,0.000000
86,0.533665,6.141405,6.046200,2.856100,19001.000000,1287308263.000000,1798536504.000000,286048256.000000,265977856.000000,1992998912.000000,0.822300,69.000000,0.546300,0.034500,0.016600,0.443900,0.011600,0.017100,0.032600,0.000500,0.000300,0.000500,0.005200,0.002600,0.003300,0.006300,0.000000
87,0.538932,5.297499,5.314100,2.179200,19001.000000,1287399147.000000,1798618424.000000,286048256.000000,265986048.000000,1992998912.000000,0.790100,69.000000,0.000700,0.000000,0.000000,0.000000,0.013200,0.000000,0.010800,0.000000,0.000000,0.000000,0.005400,0.002000,0.003500,0.007700,0.000000
